SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR
Oriolus tenuirostris,Slender-billed Oriole,slbori1,species,18036.0,SBOR,ORTE,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus chlorocephalus,Green-headed Oriole,grhori1,species,18037.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus chlorocephalus chlorocephalus/amani,Green-headed Oriole (Green-headed),gnhori1,issf,18037.5,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1,,
Oriolus chlorocephalus speculifer,Green-headed Oriole (Gorongosa),gnhori2,issf,18040.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1,,
Oriolus crassirostris,Sao Tome Oriole,satori1,species,18041.0,STOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus brachyrynchus,Western Black-headed Oriole,wbhori1,species,18042.0,WEOR WBHO,ORBR,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,species,18045.0,EBHO ETOR,ORMO,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus larvatus,African Black-headed Oriole,abhori1,species,18048.0,BHOR ABHO,ORLA,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus percivali,Black-tailed Oriole,bltori1,species,18055.0,MOOR BTOR,ORPE,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus nigripennis,Black-winged Oriole,blwori1,species,18056.0,BWOR,ORNI,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus xanthornus,Black-hooded Oriole,blhori1,species,18057.0,BHOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus hosii,Black Oriole,blaori1,species,18063.0,BLOR,ORHO,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus cruentus,Black-and-crimson Oriole,bacori1,species,18064.0,BACO,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus cruentus [consanguineus Group],Black-and-crimson Oriole (Black-and-crimson),bacori2,issf,18064.2,BACO,ORCR,,Passeriformes,Old World Orioles,Oriolidae,bacori1,,
Oriolus cruentus cruentus,Black-and-crimson Oriole (Javan),bacori3,issf,18064.4,BACO,ORCR,,Passeriformes,Old World Orioles,Oriolidae,bacori1,,
Oriolus traillii,Maroon Oriole,marori2,species,18069.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus mellianus,Silver Oriole,silori1,species,18074.0,SIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,
Oriolus sp.,old world oriole sp.,oriolu1,spuh,18075.0,,,,Passeriformes,Old World Orioles,Oriolidae,,,
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,species,18076.0,WEFI,SPHY,,Passeriformes,Old World Orioles,Oriolidae,,,
Sphecotheres viridis,Green Figbird,grnfig1,species,18077.0,GRFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,
Sphecotheres vieilloti,Australasian Figbird,ausfig1,species,18078.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,
Turnagra tanagra,North Island Piopio,noipio1,species,18078.2,NIPI,TUTA,,Passeriformes,Old World Orioles,Oriolidae,,true,0
Turnagra capensis,South Island Piopio,soipio1,species,18078.4,SIPI,TUCA,,Passeriformes,Old World Orioles,Oriolidae,,true,0
Dicrurus ludwigii,Square-tailed Drongo,sqtdro1,species,18083.0,STDR,DILU,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus atripennis,Shining Drongo,shidro1,species,18089.0,SHDR,DIAT,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus adsimilis,Fork-tailed Drongo,fotdro1,species,18090.0,CODR FTDR,DIAD,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus modestus,Velvet-mantled Drongo,vemdro1,species,18095.0,VMDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus modestus coracinus/atactus,Velvet-mantled Drongo (Velvet-mantled),vemdro2,issf,18095.5,VMDR,DIMO,,Passeriformes,Drongos,Dicruridae,vemdro1,,
Dicrurus modestus modestus,Velvet-mantled Drongo (Principe),vemdro3,issf,18098.0,VMDR,DIMO,,Passeriformes,Drongos,Dicruridae,vemdro1,,
Dicrurus aldabranus,Aldabra Drongo,alddro1,species,18099.0,ALDR,DIAL,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus fuscipennis,Comoro Drongo,comdro1,species,18100.0,CODR GCDR,DIFU,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus forficatus,Crested Drongo,credro1,species,18101.0,CRDR,DIFO,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus forficatus forficatus,Crested Drongo (Malagasy),credro2,issf,18102.0,CRDR,DIFO,,Passeriformes,Drongos,Dicruridae,credro1,,
Dicrurus forficatus potior,Crested Drongo (Comoro),credro3,issf,18103.0,CRDR,DIFO,,Passeriformes,Drongos,Dicruridae,credro1,,
Dicrurus waldenii,Mayotte Drongo,maydro1,species,18104.0,MADR,DIWA,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus macrocercus,Black Drongo,bladro1,species,18105.0,BLDR,DIMA,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus leucophaeus,Ashy Drongo,ashdro1,species,18113.0,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus leucophaeus [longicaudatus Group],Ashy Drongo (Blackish),ashdro4,issf,18113.05,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,ashdro1,,
Dicrurus leucophaeus [leucophaeus Group],Ashy Drongo (Sooty),ashdro2,issf,18113.2,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,ashdro1,,
Dicrurus leucophaeus [innexus Group],Ashy Drongo (Chinese White-faced),ashdro3,issf,18113.7,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,ashdro1,,
Dicrurus leucophaeus [periophthalmicus Group],Ashy Drongo (Island White-faced),ashdro5,issf,18113.83,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,ashdro1,,
Dicrurus leucophaeus stigmatops,Ashy Drongo (Bornean),ashdro6,issf,18113.95,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,ashdro1,,
Dicrurus macrocercus/leucophaeus,Black/Ashy Drongo,y00638,slash,18114.0,ASDR BLDR,DIMA DILE,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus caerulescens,White-bellied Drongo,whbdro1,species,18128.0,WBDR,DICA,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus caerulescens caerulescens,White-bellied Drongo (White-bellied),whbdro2,issf,18129.0,WBDR,DICA,,Passeriformes,Drongos,Dicruridae,whbdro1,,
Dicrurus caerulescens leucopygialis/insularis,White-bellied Drongo (White-vented),whbdro3,issf,18129.5,WBDR,DICA,,Passeriformes,Drongos,Dicruridae,whbdro1,,
Dicrurus annectans,Crow-billed Drongo,crbdro1,species,18132.0,CBDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus aeneus,Bronzed Drongo,brodro1,species,18133.0,BRDR,DIAE,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus remifer,Lesser Racket-tailed Drongo,lrtdro1,species,18137.0,LRTD,DIRE,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus hottentottus,Hair-crested Drongo,hacdro1,species,18142.0,HCDR,DIHO,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus hottentottus [hottentottus Group],Hair-crested Drongo (Hair-crested),hacdro2,issf,18142.2,HCDR,DIHO,,Passeriformes,Drongos,Dicruridae,hacdro1,,
Dicrurus hottentottus striatus/samarensis,Hair-crested Drongo (Short-tailed),hacdro3,issf,18142.4,HCDR,DIHO,,Passeriformes,Drongos,Dicruridae,hacdro1,,
Dicrurus balicassius,Balicassiao,balica1,species,18151.0,BALI,DIBA,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus balicassius balicassius/abraensis,Balicassiao (Balicassiao),balica2,issf,18151.5,BALI,DIBA,,Passeriformes,Drongos,Dicruridae,balica1,,
Dicrurus balicassius mirabilis,Balicassiao (Visayan),balica3,issf,18154.0,BALI,DIBA,,Passeriformes,Drongos,Dicruridae,balica1,,
Dicrurus montanus,Sulawesi Drongo,suldro1,species,18155.0,SUDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus sumatranus,Sumatran Drongo,sumdro1,species,18156.0,SUDR,DISU,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus densus,Wallacean Drongo,waldro1,species,18157.0,WADR,DIDE,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus megarhynchus,Ribbon-tailed Drongo,ritdro1,species,18164.0,RTDR PADR,DIME,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus bracteatus,Spangled Drongo,spadro1,species,18165.0,SPDR ASDR,DIBR,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus menagei,Tablas Drongo,tabdro1,species,18166.0,TADR,DIME,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus andamanensis,Andaman Drongo,anddro1,species,18183.0,ANDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus paradiseus,Greater Racket-tailed Drongo,grtdro1,species,18186.0,GRTD,DIPA,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus lophorinus,Sri Lanka Drongo,srldro1,species,18200.5,SLDR,DILO,,Passeriformes,Drongos,Dicruridae,,,
Dicrurus sp.,drongo sp.,drongo1,spuh,18201.0,,,,Passeriformes,Drongos,Dicruridae,,,
Chaetorhynchus papuensis,Pygmy Drongo-Fantail,papdro1,species,18201.5,DRFA PYDF PDFA,CHPA,,Passeriformes,Fantails,Rhipiduridae,,,
Lamprolia victoriae,Taveuni Silktail,silkta2,species,18202.5,TASI SILK,LAVI,,Passeriformes,Fantails,Rhipiduridae,,,
Lamprolia klinesmithi,Natewa Silktail,silkta3,species,18202.7,NASI SILK,LAKL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura atra,Black Fantail,blafan1,species,18202.9,BLFA,RHAT,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,bacfan1,species,18205.0,BACF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura superciliaris,Mindanao Blue-Fantail,blufan1,species,18208.0,MBFA MIBF,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura samarensis,Visayan Blue-Fantail,visblf1,species,18211.0,VIBF VBFA,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura sauli,Tablas Fantail,tabfan1,species,18212.0,TAFA,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albiventris,Visayan Fantail,visfan1,species,18213.0,VIFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura cyaniceps,Blue-headed Fantail,blhfan1,species,18214.0,BHFA,RHCY,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura perlata,Spotted Fantail,spofan1,species,18217.0,SPFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura fuscorufa,Cinnamon-tailed Fantail,citfan1,species,18218.0,CTFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura cockerelli,Cockerell's Fantail,whwfan1,species,18219.0,COFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura cockerelli [cockerelli Group],Cockerell's Fantail (White-winged),cocfan1,issf,18220.0,COFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,whwfan1,,
Rhipidura cockerelli lavellae,Cockerell's Fantail (Dot-breasted),cocfan2,issf,18225.0,COFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,whwfan1,,
Rhipidura cockerelli albina,Cockerell's Fantail (Black-breasted),cocfan3,issf,18226.0,COFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,whwfan1,,
Rhipidura cockerelli coultasi,Cockerell's Fantail (Spot-breasted),cocfan4,issf,18227.0,COFA,RHCO,,Passeriformes,Fantails,Rhipiduridae,whwfan1,,
Rhipidura rufiventris,Northern Fantail,norfan1,species,18228.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura rufiventris obiensis,Northern Fantail (Obi),norfan2,issf,18229.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris bouruensis,Northern Fantail (Buru),norfan3,issf,18230.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris assimilis/finitima,Northern Fantail (Kai),norfan4,issf,18231.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris cinerea,Northern Fantail (Seram),norfan10,issf,18233.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris tenkatei,Northern Fantail (Rote),norfan5,issf,18235.5,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris rufiventris/pallidiceps,Northern Fantail (Timor),norfan6,issf,18236.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris hoedti,Northern Fantail (Banda Sea),norfan11,issf,18238.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris kordensis,Northern Fantail (Biak),norfan12,issf,18240.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris nigromentalis,Northern Fantail (Chin-spot),norfan8,issf,18244.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris [setosa Group],Northern Fantail (Melanesian),norfan9,issf,18245.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura rufiventris isura,Northern Fantail (Northern),norfan13,issf,18247.0,NOFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,norfan1,,
Rhipidura diluta,Brown-capped Fantail,brcfan1,species,18251.0,BCFA,RHDI,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura threnothorax,Sooty Thicket-Fantail,sotfan1,species,18254.0,SOTF STFA,RHTH,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura maculipectus,Black Thicket-Fantail,bltfan1,species,18256.0,BTFA BLTF,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura leucothorax,White-bellied Thicket-Fantail,wbtfan1,species,18257.0,WBTF,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura leucophrys,Willie-wagtail,wilwag1,species,18261.0,WIWA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura javanica,Malaysian Pied-Fantail,piefan1,species,18265.0,MAPF MPFA,RHJA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura nigritorquis,Philippine Pied-Fantail,phipif1,species,18268.0,PPFA PHPF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albicollis,White-throated Fantail,whtfan1,species,18268.1,WTFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albogularis,Spot-breasted Fantail,spbfan1,species,18279.0,SBFA WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albicollis x albogularis,White-throated x Spot-breasted Fantail (hybrid),x00812,hybrid,18279.2,WTFA SBFA WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albicollis/albogularis,White-throated/Spot-breasted Fantail,y00892,slash,18279.4,SBFA WTFA WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura phoenicura,Rufous-tailed Fantail,rutfan1,species,18280.0,RTFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura euryura,White-bellied Fantail,whbfan1,species,18281.0,WBFA,RHEU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura aureola,White-browed Fantail,whbfan2,species,18282.0,WBFA,RHAU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albicollis/aureola,White-throated/White-browed Fantail,y00893,slash,18282.2,WTFA WBFA,RHAU RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albogularis/aureola,Spot-breasted/White-browed Fantail,y00801,slash,18285.5,SBFA WBFA WSFA,RHAU RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura rufidorsa,Rufous-backed Fantail,rubfan1,species,18286.0,RBFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura brachyrhyncha,Dimorphic Fantail,dimfan1,species,18290.0,DIFA,RHBR,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura dahli,Bismarck Fantail,bisfan1,species,18294.0,BIFA,RHDA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura matthiae,Mussau Fantail,matfan1,species,18297.0,MUFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura malaitae,Malaita Fantail,malfan1,species,18298.0,MAFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura teysmanni,Rusty-bellied Fantail,ruffan2,species,18299.0,RBFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura teysmanni teysmanni/toradja,Rusty-bellied Fantail (Sulawesi),rubfan2,issf,18299.2,RBFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,ruffan2,,
Rhipidura teysmanni sulaensis,Rusty-bellied Fantail (Taliabu),rubfan3,issf,18299.4,RBFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,ruffan2,,
Rhipidura (undescribed form),Peleng Fantail (undescribed form),pelfan1,form,18299.6,PEFA,,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura superflua,Tawny-backed Fantail,cibfan1,species,18302.0,TBFA,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura dedemi,Streak-breasted Fantail,stbfan1,species,18303.0,SBFA,RHDE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura opistherythra,Long-tailed Fantail,lotfan1,species,18304.0,LTFA,RHOP,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura lepida,Palau Fantail,palfan1,species,18304.5,PAFA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura semirubra,Manus Fantail,manfan2,species,18305.0,MAFA,RHSE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura rufifrons,Rufous Fantail,ruffan1,species,18306.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura rufifrons torrida,Rufous Fantail (Moluccan),ruffan3,issf,18307.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons louisiadensis,Rufous Fantail (Gray-tailed),ruffan4,issf,18308.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons uraniae,Rufous Fantail (Guam),ruffan5,issf,18309.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,true,0
Rhipidura rufifrons saipanensis/mariae,Rufous Fantail (Marianas),ruffan6,issf,18310.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons versicolor,Rufous Fantail (Yap),ruffan7,issf,18313.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons melaenolaema/utupuae,Rufous Fantail (White-fronted),ruffan8,issf,18314.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons agilis,Rufous Fantail (Brown-capped),ruffan9,issf,18317.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons [rufofronta Group],Rufous Fantail (Brown-backed),ruffan10,issf,18318.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons russata/kuperi,Rufous Fantail (Rufous-backed),ruffan11,issf,18323.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons ugiensis,Rufous Fantail (Dark-throated),ruffan12,issf,18326.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura rufifrons rufifrons/intermedia,Rufous Fantail (Rufous-fronted),ruffan13,issf,18327.0,RUFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,ruffan1,,
Rhipidura dryas,Arafura Fantail,arafan1,species,18330.0,ARFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura dryas [semicollaris Group],Arafura Fantail (Supertramp),arafan2,issf,18333.0,ARFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,arafan1,,
Rhipidura dryas dryas,Arafura Fantail (Arafura),arafan3,issf,18336.0,ARFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,arafan1,,
Rhipidura kubaryi,Pohnpei Fantail,pohfan1,species,18342.0,POFA,RHKU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albolimbata,Friendly Fantail,frifan1,species,18343.0,FRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura hyperythra,Chestnut-bellied Fantail,chbfan1,species,18346.0,CBFA,RHHY,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura drownei,Brown Fantail,brofan1,species,18349.0,BRFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura drownei drownei,Brown Fantail (Bougainville),brnfan1,issf,18349.2,BRFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,brofan1,,
Rhipidura drownei ocularis,Brown Fantail (Guadalcanal),brnfan2,issf,18349.4,BRFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,brofan1,,
Rhipidura verreauxi,Streaked Fantail,strfan1,species,18351.5,STFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura verreauxi spilodera,Streaked Fantail (Vanuatu),strfan2,issf,18351.7,STFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,strfan1,,
Rhipidura verreauxi layardi/erythronota,Streaked Fantail (Fiji),strfan3,issf,18351.9,STFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,strfan1,,
Rhipidura verreauxi rufilateralis,Streaked Fantail (Taveuni),strfan4,issf,18352.1,STFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,strfan1,,
Rhipidura verreauxi verreauxi,Streaked Fantail (New Caledonia),strfan5,issf,18352.3,STFA,RHVE,,Passeriformes,Fantails,Rhipiduridae,strfan1,,
Rhipidura tenebrosa,Dusky Fantail,dusfan1,species,18356.0,MAFA DUFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura rennelliana,Rennell Fantail,renfan1,species,18357.0,REFA,RHRE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura personata,Kadavu Fantail,kanfan1,species,18358.0,KAFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura nebulosa,Samoan Fantail,samfan1,species,18359.0,SAFA,RHNE,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albiscapa,Gray Fantail,gryfan1,species,18361.0,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura albiscapa [pelzelni Group],Gray Fantail (Melanesian),gryfan2,issf,18361.5,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura albiscapa keasti,Gray Fantail (keasti),gryfan4,issf,18361.7,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura albiscapa alisteri,Gray Fantail (alisteri),gryfan5,issf,18361.9,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura albiscapa albiscapa,Gray Fantail (albiscapa),gryfan6,issf,18362.1,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura albiscapa preissi,Gray Fantail (preissi),gryfan7,issf,18362.3,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura albiscapa albicauda,Gray Fantail (albicauda),gryfan8,issf,18362.5,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,gryfan1,,
Rhipidura phasiana,Mangrove Fantail,manfan1,species,18371.0,MAFA MGFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura fuliginosa,New Zealand Fantail,nezfan1,species,18372.0,NZFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,
Rhipidura sp.,fantail sp.,fantai1,spuh,18376.5,,,,Passeriformes,Fantails,Rhipiduridae,,,
Ifrita kowaldi,Blue-capped Ifrita,bucifr1,species,18378.0,BCIF,IFKO,,Passeriformes,Ifrita,Ifritidae,,,
Trochocercus nitens,Blue-headed Crested-Flycatcher,bhcfly1,species,18386.0,BHCF,TRNI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Trochocercus cyanomelas,African Crested-Flycatcher,afcfly1,species,18389.0,BMCF AFCF ACFL,TRCY,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Trochocercus cyanomelas [bivittatus Group],African Crested-Flycatcher (Eastern),afrcrf1,issf,18389.2,BMCF ACFL AFCF,TRCY,,Passeriformes,Monarch Flycatchers,Monarchidae,afcfly1,,
Trochocercus cyanomelas cyanomelas/segregus,African Crested-Flycatcher (Southern),afrcrf2,issf,18389.4,BMCF AFCF ACFL,TRCY,,Passeriformes,Monarch Flycatchers,Monarchidae,afcfly1,,
Hypothymis helenae,Short-crested Monarch,shcmon1,species,18395.0,SCMO,HYHE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Hypothymis azurea,Black-naped Monarch,blnmon1,species,18399.0,BNMO,HYAZ,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Hypothymis puella,Pale-blue Monarch,pabmon1,species,18423.0,PBMO,HYPU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Hypothymis coelestis,Celestial Monarch,celmon1,species,18426.0,CEMO,HYCO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Eutrichomyias rowleyi,Cerulean Paradise-Flycatcher,cepfly1,species,18427.0,CPFL CEPF,EURO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone cyanescens,Blue Paradise-Flycatcher,blpfly1,species,18428.0,BPFL BLPF,TECY,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone cinnamomea,Rufous Paradise-Flycatcher,rupfly1,species,18428.5,RPFL RUPF,TECI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone cinnamomea unirufa,Rufous Paradise-Flycatcher (Northern),rufpaf1,issf,18428.7,RPFL RUPF,TECI,,Passeriformes,Monarch Flycatchers,Monarchidae,rupfly1,,
Terpsiphone cinnamomea cinnamomea/talautensis,Rufous Paradise-Flycatcher (Southern),rufpaf2,issf,18428.9,RPFL RUPF,TECI,,Passeriformes,Monarch Flycatchers,Monarchidae,rupfly1,,
Terpsiphone atrocaudata,Japanese Paradise-Flycatcher,japfly1,species,18433.0,JPFL JAPF,TEAT,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone incei,Amur Paradise-Flycatcher,amupaf1,species,18435.0,AMPF APFL,TEIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
