Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Img_URL,Info_URL
Melozone aberti,Aberts towhee,Abert's towhee,abetow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523001.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223601-1280px.jpg,https://www.allaboutbirds.org/guide/Aberts_towhee
Numenius phaeopus,Whimbrel,Whimbrel,whimbr,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522158.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223741-1280px.jpg,https://www.allaboutbirds.org/guide/Whimbrel
Eremophila alpestris,Horned lark,Horned lark,horlar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522678.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223871-1280px.jpg,https://www.allaboutbirds.org/guide/Horned_lark
Picoides albolarvatus,White-headed woodpecker,White-headed woodpecker,whhwoo,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522486.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223911-1280px.jpg,https://www.allaboutbirds.org/guide/White-headed_woodpecker
Lagopus leucura,White-tailed ptarmigan,White-tailed ptarmigan,whtpta1,Galliformes,https://s3.amazonaws.com/com-aab-media/sound/521933.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223921-1280px.jpg,https://www.allaboutbirds.org/guide/White-tailed_ptarmigan
Setophaga discolor,Prairie warbler,Prairie warbler,prawar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/509306.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223951-1280px.jpg,https://www.allaboutbirds.org/guide/Prairie_warbler
Anser canagicus,Emperor Goose,Emperor goose,empgoo,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521826.mp3,https://s3.amazonaws.com/com-aab-media/photo/75223981-1280px.jpg,https://www.allaboutbirds.org/guide/Emperor_Goose
Plegadis chihi,White-faced ibis,White-faced ibis,whfibi,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522046.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224021-1280px.jpg,https://www.allaboutbirds.org/guide/White-faced_ibis
Falcipennis canadensis,Spruce grouse,Spruce grouse,sprgro,Galliformes,https://s3.amazonaws.com/com-aab-media/sound/521927.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224051-1280px.jpg,https://www.allaboutbirds.org/guide/Spruce_grouse
Tachycineta thalassina,Violet-green swallow,Violet-green swallow,vigswa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522684.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224091-1280px.jpg,https://www.allaboutbirds.org/guide/Violet-green_swallow
Fratercula arctica,Atlantic puffin,Atlantic puffin,atlpuf,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522248.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224141-1280px.jpg,https://www.allaboutbirds.org/guide/Atlantic_puffin
Zonotrichia leucophrys,White-crowned sparrow,White-crowned sparrow,whcspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523076.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224161-1280px.jpg,https://www.allaboutbirds.org/guide/White-crowned_sparrow
Picoides scalaris,Ladder-backed woodpecker,Ladder-backed woodpecker,labwoo,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522468.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224201-1280px.jpg,https://www.allaboutbirds.org/guide/Ladder-backed_woodpecker
Setophaga kirtlandii,Kirtlands warbler,Kirtland's warbler,kirwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522913.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224291-1280px.jpg,https://www.allaboutbirds.org/guide/Kirtlands_warbler
Cardinalis cardinalis,Northern cardinal,Northern cardinal,norcar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523096.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224371-1280px.jpg,https://www.allaboutbirds.org/guide/Northern_cardinal
Sitta carolinensis,White-breasted nuthatch,White-breasted nuthatch,whbnut,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522724.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224391-1280px.jpg,https://www.allaboutbirds.org/guide/White-breasted_nuthatch
Piranga ludoviciana,Western tanager,Western tanager,westan,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523095.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224491-1280px.jpg,https://www.allaboutbirds.org/guide/Western_tanager
Calidris mauri,Western sandpiper,Western sandpiper,wessan,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522204.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224521-1280px.jpg,https://www.allaboutbirds.org/guide/Western_sandpiper
Sturnella neglecta,Western meadowlark,Western meadowlark,wesmea,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523126.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224621-1280px.jpg,https://www.allaboutbirds.org/guide/Western_meadowlark
Pyrocephalus rubinus,Vermilion flycatcher,Vermilion flycatcher,verfly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522570.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224841-1280px.jpg,https://www.allaboutbirds.org/guide/Vermilion_flycatcher
Baeolophus inornatus,Oak titmouse,Oak titmouse,oaktit,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522708.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224871-1280px.jpg,https://www.allaboutbirds.org/guide/Oak_titmouse
Tyrannus verticalis,Western kingbird,Western kingbird,weskin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522592.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224911-1280px.jpg,https://www.allaboutbirds.org/guide/Western_kingbird
Empidonax flaviventris,Yellow-bellied flycatcher,Yellow-bellied flycatcher,yebfly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522537.mp3,https://s3.amazonaws.com/com-aab-media/photo/75224921-1280px.jpg,https://www.allaboutbirds.org/guide/Yellow-bellied_flycatcher
Larus occidentalis,Western gull,Western gull,wesgul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522266.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225001-1280px.jpg,https://www.allaboutbirds.org/guide/Western_gull
Aechmophorus occidentalis,Western grebe,Western grebe,wesgre,Podicipediformes,https://s3.amazonaws.com/com-aab-media/sound/521969.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225081-1280px.jpg,https://www.allaboutbirds.org/guide/Western_grebe
Rallus limicola,Virginia rail,Virginia rail,virrai,Gruiformes,https://s3.amazonaws.com/com-aab-media/sound/522096.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225191-1280px.jpg,https://www.allaboutbirds.org/guide/Virginia_rail
Pooecetes gramineus,Vesper sparrow,Vesper sparrow,vesspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523025.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225221-1280px.jpg,https://www.allaboutbirds.org/guide/Vesper_sparrow
Auriparus flaviceps,Verdin,Verdin,verdin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522717.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225421-1280px.jpg,https://www.allaboutbirds.org/guide/Verdin
Catharus fuscescens,Veery,Veery,veery,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522790.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225521-1280px.jpg,https://www.allaboutbirds.org/guide/Veery
Chaetura vauxi,Vauxs swift,Vaux's swift,vauswi,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522399.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225671-1280px.jpg,https://www.allaboutbirds.org/guide/Vauxs_swift
Bartramia longicauda,Upland sandpiper,Upland sandpiper,uplsan,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522157.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225771-1280px.jpg,https://www.allaboutbirds.org/guide/Upland_sandpiper
Peucaea botterii,Botteris sparrow,Botteri's sparrow,botspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523005.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225781-1280px.jpg,https://www.allaboutbirds.org/guide/Botteris_sparrow
Myadestes townsendi,Townsends solitaire,Townsend's solitaire,towsol,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522788.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225811-1280px.jpg,https://www.allaboutbirds.org/guide/Townsends_solitaire
Aythya collaris,Ring-necked Duck,Ring-necked duck,rinduc,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521872.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225851-1280px.jpg,https://www.allaboutbirds.org/guide/Ring-necked_Duck
Himantopus mexicanus,Black-necked stilt,Black-necked stilt,bknsti,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522117.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225891-1280px.jpg,https://www.allaboutbirds.org/guide/Black-necked_stilt
Vireo plumbeus,Plumbeous vireo,Plumbeous vireo,plsvir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522621.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225901-1280px.jpg,https://www.allaboutbirds.org/guide/Plumbeous_vireo
Ixoreus naevius,Varied thrush,Varied thrush,varthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522806.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225931-1280px.jpg,https://www.allaboutbirds.org/guide/Varied_thrush
Pinicola enucleator,Pine grosbeak,Pine grosbeak,pingro,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523174.mp3,https://s3.amazonaws.com/com-aab-media/photo/75225981-1280px.jpg,https://www.allaboutbirds.org/guide/Pine_grosbeak
Cathartes aura,Turkey vulture,Turkey vulture,turvul,Cathartiformes,https://s3.amazonaws.com/com-aab-media/sound/522051.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226031-1280px.jpg,https://www.allaboutbirds.org/guide/Turkey_vulture
Cygnus columbianus,Tundra Swan,Tundra swan,tunswa,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521837.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226071-1280px.jpg,https://www.allaboutbirds.org/guide/Tundra_Swan
Baeolophus bicolor,Tufted titmouse,Tufted titmouse,tuftit,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522712.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226111-1280px.jpg,https://www.allaboutbirds.org/guide/Tufted_titmouse
Fratercula cirrhata,Tufted puffin,Tufted puffin,tufpuf,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522250.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226181-1280px.jpg,https://www.allaboutbirds.org/guide/Tufted_puffin
Certhia americana,Brown creeper,Brown creeper,brncre,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522730.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226391-1280px.jpg,https://www.allaboutbirds.org/guide/Brown_creeper
Cygnus buccinator,Trumpeter Swan,Trumpeter swan,truswa,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521836.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226411-1280px.jpg,https://www.allaboutbirds.org/guide/Trumpeter_Swan
Vireo bellii,Bells vireo,Bell's vireo,belvir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522614.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226481-1280px.jpg,https://www.allaboutbirds.org/guide/Bells_vireo
Vireo altiloquus,Black-whiskered vireo,Black-whiskered vireo,bkwvir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522638.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226571-1280px.jpg,https://www.allaboutbirds.org/guide/Black-whiskered_vireo
Tyrannus melancholicus,Tropical kingbird,Tropical kingbird,trokin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522585.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226611-1280px.jpg,https://www.allaboutbirds.org/guide/Tropical_kingbird
Rhodostethia rosea,Rosss gull,Ross's gull,rosgul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522259.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226651-1280px.jpg,https://www.allaboutbirds.org/guide/Rosss_gull
Egretta tricolor,Tricolored heron,Tricolored heron,triher,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522033.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226681-1280px.jpg,https://www.allaboutbirds.org/guide/Tricolored_heron
Picoides arizonae,Arizona woodpecker,Arizona woodpecker,ariwoo,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522481.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226701-1280px.jpg,https://www.allaboutbirds.org/guide/Arizona_woodpecker
Tachycineta bicolor,Tree swallow,Tree swallow,treswa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522683.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226731-1280px.jpg,https://www.allaboutbirds.org/guide/Tree_swallow
Selasphorus calliope,Calliope hummingbird,Calliope hummingbird,calhum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/507225.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226761-1280px.jpg,https://www.allaboutbirds.org/guide/Calliope_hummingbird
Setophaga townsendi,Townsends warbler,Townsend's warbler,towwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522953.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226841-1280px.jpg,https://www.allaboutbirds.org/guide/Townsends_warbler
Laterallus jamaicensis,Black rail,Black rail,blkrai,Gruiformes,https://s3.amazonaws.com/com-aab-media/sound/522088.mp3,https://s3.amazonaws.com/com-aab-media/photo/75226851-1280px.jpg,https://www.allaboutbirds.org/guide/Black_rail
Catharus bicknelli,Bicknells thrush,Bicknell's thrush,bicthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522794.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227041-1280px.jpg,https://www.allaboutbirds.org/guide/Bicknells_thrush
Oreothlypis peregrina,Tennessee warbler,Tennessee warbler,tenwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522886.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227081-1280px.jpg,https://www.allaboutbirds.org/guide/Tennessee_warbler
Oxyura jamaicensis,Ruddy Duck,Ruddy duck,rudduc,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521903.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227131-1280px.jpg,https://www.allaboutbirds.org/guide/Ruddy_Duck
Elanoides forficatus,Swallow-tailed kite,Swallow-tailed kite,swtkit,Accipitriformes,https://s3.amazonaws.com/com-aab-media/sound/522058.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227141-1280px.jpg,https://www.allaboutbirds.org/guide/Swallow-tailed_kite
Toxostoma redivivum,California thrasher,California thrasher,calthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522818.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227201-1280px.jpg,https://www.allaboutbirds.org/guide/California_thrasher
Catharus ustulatus,Swainsons thrush,Swainson's thrush,swathr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/508671.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227221-1280px.jpg,https://www.allaboutbirds.org/guide/Swainsons_thrush
Corvus cryptoleucus,Chihuahuan raven,Chihuahuan raven,chirav,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522672.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227261-1280px.jpg,https://www.allaboutbirds.org/guide/Chihuahuan_raven
Melospiza georgiana,Swamp sparrow,Swamp sparrow,swaspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523070.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227281-1280px.jpg,https://www.allaboutbirds.org/guide/Swamp_sparrow
Lagopus muta,Rock ptarmigan,Rock ptarmigan,rocpta1,Galliformes,https://s3.amazonaws.com/com-aab-media/sound/521931.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227351-1280px.jpg,https://www.allaboutbirds.org/guide/Rock_ptarmigan
Buteo swainsoni,Swainsons hawk,Swainson's hawk,swahaw,Accipitriformes,https://s3.amazonaws.com/com-aab-media/sound/522081.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227391-1280px.jpg,https://www.allaboutbirds.org/guide/Swainsons_hawk
Anas acuta,Northern Pintail,Northern pintail,norpin,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521864.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227621-1280px.jpg,https://www.allaboutbirds.org/guide/Northern_Pintail
Melanitta perspicillata,Surf Scoter,Surf scoter,sursco,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521884.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227721-1280px.jpg,https://www.allaboutbirds.org/guide/Surf_Scoter
Thalasseus maximus,Royal tern,Royal tern,royter1,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522303.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227881-1280px.jpg,https://www.allaboutbirds.org/guide/Royal_tern
Accipiter cooperii,Coopers hawk,Cooper's hawk,coohaw,Accipitriformes,https://s3.amazonaws.com/com-aab-media/sound/522067.mp3,https://s3.amazonaws.com/com-aab-media/photo/75227931-1280px.jpg,https://www.allaboutbirds.org/guide/Coopers_hawk
Piranga rubra,Summer tanager,Summer tanager,sumtan,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523091.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228251-1280px.jpg,https://www.allaboutbirds.org/guide/Summer_tanager
Cyanocitta stelleri,Stellers jay,Steller's jay,stejay,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522647.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228321-1280px.jpg,https://www.allaboutbirds.org/guide/Stellers_jay
Pipilo maculatus,Spotted towhee,Spotted towhee,spotow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522990.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228391-1280px.jpg,https://www.allaboutbirds.org/guide/Spotted_towhee
Histrionicus histrionicus,Harlequin Duck,Harlequin duck,harduc,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521883.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228401-1280px.jpg,https://www.allaboutbirds.org/guide/Harlequin_Duck
Actitis macularius,Spotted sandpiper,Spotted sandpiper,sposan,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522142.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228411-1280px.jpg,https://www.allaboutbirds.org/guide/Spotted_sandpiper
Vireo solitarius,Blue-headed vireo,Blue-headed vireo,buhvir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522624.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228421-1280px.jpg,https://www.allaboutbirds.org/guide/Blue-headed_vireo
Strix occidentalis,Spotted owl,Spotted owl,spoowl,Strigiformes,https://s3.amazonaws.com/com-aab-media/sound/522370.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228451-1280px.jpg,https://www.allaboutbirds.org/guide/Spotted_owl
Icterus pectoralis,Spot-breasted oriole,Spot-breasted oriole,spbori,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/534058.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228521-1280px.jpg,https://www.allaboutbirds.org/guide/Spot-breasted_oriole
Quiscalus mexicanus,Great-tailed grackle,Great-tailed grackle,grtgra,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523141.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228541-1280px.jpg,https://www.allaboutbirds.org/guide/Great-tailed_grackle
Calidris bairdii,Bairds sandpiper,Baird's sandpiper,baisan,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522194.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228641-1280px.jpg,https://www.allaboutbirds.org/guide/Bairds_sandpiper
Larus marinus,Great black-backed gull,Great black-backed gull,gbbgul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522278.mp3,https://s3.amazonaws.com/com-aab-media/photo/75228851-1280px.jpg,https://www.allaboutbirds.org/guide/Great_black-backed_gull
Leptotila verreauxi,White-tipped dove,White-tipped dove,whtdov,Columbiformes,https://s3.amazonaws.com/com-aab-media/sound/522325.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229071-1280px.jpg,https://www.allaboutbirds.org/guide/White-tipped_dove
Thryomanes bewickii,Bewicks wren,Bewick's wren,bewwre,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522750.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229151-1280px.jpg,https://www.allaboutbirds.org/guide/Bewicks_wren
Melozone crissalis,California towhee,California towhee,caltow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522999.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229211-1280px.jpg,https://www.allaboutbirds.org/guide/California_towhee
Myiarchus cinerascens,Ash-throated flycatcher,Ash-throated flycatcher,astfly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522574.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229271-1280px.jpg,https://www.allaboutbirds.org/guide/Ash-throated_flycatcher
Anser caerulescens,Snow Goose,Snow goose,snogoo,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521827.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229301-1280px.jpg,https://www.allaboutbirds.org/guide/Snow_Goose
Larus californicus,California gull,California gull,calgul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522268.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229381-1280px.jpg,https://www.allaboutbirds.org/guide/California_gull
Poecile rufescens,Chestnut-backed chickadee,Chestnut-backed chickadee,chbchi,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522700.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229451-1280px.jpg,https://www.allaboutbirds.org/guide/Chestnut-backed_chickadee
Sphyrapicus ruber,Red-breasted sapsucker,Red-breasted sapsucker,rebsap,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522465.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229671-1280px.jpg,https://www.allaboutbirds.org/guide/Red-breasted_sapsucker
Amazilia yucatanensis,Buff-bellied hummingbird,Buff-bellied hummingbird,bubhum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522425.mp3,https://s3.amazonaws.com/com-aab-media/photo/75229771-1280px.jpg,https://www.allaboutbirds.org/guide/Buff-bellied_hummingbird
Pheucticus melanocephalus,Black-headed grosbeak,Black-headed grosbeak,bkhgro,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523103.mp3,https://s3.amazonaws.com/com-aab-media/photo/75235181-1280px.jpg,https://www.allaboutbirds.org/guide/Black-headed_grosbeak
Zonotrichia atricapilla,Golden-crowned sparrow,Golden-crowned sparrow,gocspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523079.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236141-1280px.jpg,https://www.allaboutbirds.org/guide/Golden-crowned_sparrow
Tringa incana,Wandering tattler,Wandering tattler,wantat1,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522148.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236231-1280px.jpg,https://www.allaboutbirds.org/guide/Wandering_tattler
Mareca americana,American Wigeon,American wigeon,amewig,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521848.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236291-1280px.jpg,https://www.allaboutbirds.org/guide/American_Wigeon
Spizella pallida,Clay-colored sparrow,Clay-colored sparrow,clcspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523015.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236301-1280px.jpg,https://www.allaboutbirds.org/guide/Clay-colored_sparrow
Bubulcus ibis,Cattle egret,Cattle egret,categr,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522036.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236341-1280px.jpg,https://www.allaboutbirds.org/guide/Cattle_egret
Cistothorus palustris,Marsh wren,Marsh wren,marwre,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522745.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236421-1280px.jpg,https://www.allaboutbirds.org/guide/Marsh_wren
Artemisiospiza belli,Bells sparrow,Bell's sparrow,belspa2,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523034.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236501-1280px.jpg,https://www.allaboutbirds.org/guide/Bells_sparrow
Sialia mexicana,Western bluebird,Western bluebird,wesblu,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522784.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236561-1280px.jpg,https://www.allaboutbirds.org/guide/Western_bluebird
Leucophaeus pipixcan,Franklins gull,Franklin's gull,fragul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522261.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236631-1280px.jpg,https://www.allaboutbirds.org/guide/Franklins_gull
Empidonax virescens,Acadian flycatcher,Acadian flycatcher,acafly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522539.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236671-1280px.jpg,https://www.allaboutbirds.org/guide/Acadian_flycatcher
Limosa haemastica,Hudsonian godwit,Hudsonian godwit,hudgod,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522165.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236721-1280px.jpg,https://www.allaboutbirds.org/guide/Hudsonian_godwit
Lagopus lagopus,Willow ptarmigan,Willow ptarmigan,wilpta,Galliformes,https://s3.amazonaws.com/com-aab-media/sound/521929.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236751-1280px.jpg,https://www.allaboutbirds.org/guide/Willow_ptarmigan
Contopus cooperi,Olive-sided flycatcher,Olive-sided flycatcher,olsfly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522529.mp3,https://s3.amazonaws.com/com-aab-media/photo/75236941-1280px.jpg,https://www.allaboutbirds.org/guide/Olive-sided_flycatcher
Setophaga ruticilla,American redstart,American redstart,amered,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522911.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237001-1280px.jpg,https://www.allaboutbirds.org/guide/American_redstart
Chlidonias niger,Black tern,Black tern,blkter,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522292.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237071-1280px.jpg,https://www.allaboutbirds.org/guide/Black_tern
Melanerpes lewis,Lewiss woodpecker,Lewis's woodpecker,lewwoo,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522437.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237111-1280px.jpg,https://www.allaboutbirds.org/guide/Lewiss_woodpecker
Oreortyx pictus,Mountain Quail,Mountain quail,mouqua,Galliformes,https://s3.amazonaws.com/com-aab-media/sound/521906.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237181-1280px.jpg,https://www.allaboutbirds.org/guide/Mountain_Quail
