SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER
Icterus sp.,new world oriole sp.,oriole,Passeriformes
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,Passeriformes
Agelaius phoeniceus,Red-winged Blackbird,rewbla,Passeriformes
Agelaius phoeniceus [phoeniceus Group],Red-winged Blackbird (Red-winged),rewbla1,Passeriformes
Agelaius phoeniceus californicus/mailliardorum,Red-winged Blackbird (California Bicolored),rewbla2,Passeriformes
Agelaius phoeniceus gubernator,Red-winged Blackbird (Mexican Bicolored),rewbla3,Passeriformes
Agelaius assimilis,Red-shouldered Blackbird,resbla1,Passeriformes
Agelaius tricolor,Tricolored Blackbird,tribla,Passeriformes
Agelaius phoeniceus/tricolor,Red-winged/Tricolored Blackbird,y00651,Passeriformes
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,Passeriformes
Agelaius assimilis/humeralis,Red-shouldered/Tawny-shouldered Blackbird,y00926,Passeriformes
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,Passeriformes
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,Passeriformes
Molothrus bonariensis,Shiny Cowbird,shicow,Passeriformes
Molothrus rufoaxillaris/bonariensis,Screaming/Shiny Cowbird,y00828,Passeriformes
Molothrus aeneus,Bronzed Cowbird,brocow,Passeriformes
Molothrus aeneus [aeneus Group],Bronzed Cowbird (Bronzed),brocow1,Passeriformes
Molothrus aeneus armenti,Bronzed Cowbird (Bronze-brown),brocow2,Passeriformes
Molothrus ater,Brown-headed Cowbird,bnhcow,Passeriformes
Molothrus bonariensis/ater,Shiny/Brown-headed Cowbird,y00336,Passeriformes
Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird,y00337,Passeriformes
Molothrus oryzivorus,Giant Cowbird,giacow,Passeriformes
Dives dives,Melodious Blackbird,melbla1,Passeriformes
Dives warczewiczi,Scrub Blackbird,scrbla1,Passeriformes
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,Passeriformes
Euphagus carolinus,Rusty Blackbird,rusbla,Passeriformes
Euphagus cyanocephalus,Brewer's Blackbird,brebla,Passeriformes
Euphagus carolinus/cyanocephalus,Rusty/Brewer's Blackbird,y00227,Passeriformes
Quiscalus quiscula,Common Grackle,comgra,Passeriformes
Quiscalus quiscula quiscula/stonei,Common Grackle (Purple),comgra1,Passeriformes
Quiscalus quiscula versicolor,Common Grackle (Bronzed),comgra2,Passeriformes
Quiscalus major,Boat-tailed Grackle,botgra,Passeriformes
Quiscalus major major,Boat-tailed Grackle (major),botgra1,Passeriformes
Quiscalus major torreyi/alabamensis,Boat-tailed Grackle (torreyi/alabamensis),botgra2,Passeriformes
Quiscalus major westoni,Boat-tailed Grackle (westoni),botgra3,Passeriformes
Quiscalus mexicanus,Great-tailed Grackle,grtgra,Passeriformes
Quiscalus mexicanus [graysoni Group],Great-tailed Grackle (Western),grtgra1,Passeriformes
Quiscalus mexicanus [mexicanus Group],Great-tailed Grackle (Great-tailed),grtgra2,Passeriformes
Euphagus cyanocephalus x Quiscalus mexicanus,Brewer's Blackbird x Great-tailed Grackle (hybrid),x00753,Passeriformes
Quiscalus major/mexicanus,Boat-tailed/Great-tailed Grackle,y00629,Passeriformes
Quiscalus palustris,Slender-billed Grackle,slbgra1,Passeriformes
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,Passeriformes
Quiscalus niger,Greater Antillean Grackle,gragra1,Passeriformes
Quiscalus lugubris,Carib Grackle,cargra1,Passeriformes
Quiscalus sp.,grackle sp.,grackl,Passeriformes
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,Passeriformes
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,Passeriformes
Gymnomystax mexicanus,Oriole Blackbird,oribla1,Passeriformes
Macroagelaius subalaris,Mountain Grackle,mougra1,Passeriformes
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,Passeriformes
Curaeus curaeus,Austral Blackbird,ausbla1,Passeriformes
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,Passeriformes
Anumara forbesi,Forbes's Blackbird,forbla1,Passeriformes
Gnorimopsar chopi,Chopi Blackbird,chobla1,Passeriformes
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,Passeriformes
Agelaioides badius,Grayish Baywing,bawcow4,Passeriformes
Agelaioides fringillarius,Pale Baywing,bawcow3,Passeriformes
Agelaioides badius/fringillarius,Grayish/Pale Baywing,bawcow2,Passeriformes
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,Passeriformes
Agelasticus cyanopus,Unicolored Blackbird,unibla2,Passeriformes
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,Passeriformes
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,Passeriformes
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,Passeriformes
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,Passeriformes
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,Passeriformes
Pseudoleistes virescens,Brown-and-yellow Marshbird,baymar1,Passeriformes
Icteridae sp.,blackbird sp.,blackb,Passeriformes
Fringilla coelebs,Common Chaffinch,comcha,Passeriformes
Fringilla coelebs [coelebs Group],Common Chaffinch (Common),comcha3,Passeriformes
Fringilla coelebs moreletti/maderensis,Common Chaffinch (Azores/Madeira),comcha5,Passeriformes
Fringilla coelebs canariensis/ombriosa,Common Chaffinch (Canary Is.),comcha4,Passeriformes
Fringilla coelebs palmae,Common Chaffinch (La Palma),comcha6,Passeriformes
Fringilla coelebs africana,Common Chaffinch (African),comcha1,Passeriformes
Fringilla coelebs spodiogenys,Common Chaffinch (Tunisian),comcha2,Passeriformes
Fringilla teydea,Blue Chaffinch,blucha1,Passeriformes
Fringilla teydea teydea,Blue Chaffinch (Tenerife),blucha2,Passeriformes
Fringilla teydea polatzeki,Blue Chaffinch (Gran Canaria),blucha3,Passeriformes
Fringilla montifringilla,Brambling,brambl,Passeriformes
Fringilla coelebs/montifringilla,Common Chaffinch/Brambling,y01056,Passeriformes
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,Passeriformes
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,Passeriformes
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,Passeriformes
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,Passeriformes
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,Passeriformes
Euphonia jamaica,Jamaican Euphonia,jameup1,Passeriformes
Euphonia plumbea,Plumbeous Euphonia,plueup1,Passeriformes
Euphonia affinis,Scrub Euphonia,screup1,Passeriformes
Euphonia affinis affinis/olmecorum,Scrub Euphonia (Scrub),screup2,Passeriformes
Euphonia affinis godmani,Scrub Euphonia (Godman's),screup3,Passeriformes
Euphonia chlorotica,Purple-throated Euphonia,puteup1,Passeriformes
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,Passeriformes
Euphonia trinitatis,Trinidad Euphonia,trieup1,Passeriformes
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,Passeriformes
Euphonia saturata,Orange-crowned Euphonia,orceup1,Passeriformes
Euphonia finschi,Finsch's Euphonia,fineup1,Passeriformes
Euphonia violacea,Violaceous Euphonia,vioeup1,Passeriformes
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,Passeriformes
Euphonia laniirostris melanura/crassirostris,Thick-billed Euphonia (Black-tailed),thbeup2,Passeriformes
Euphonia laniirostris [laniirostris Group],Thick-billed Euphonia (Thick-billed),thbeup3,Passeriformes
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,Passeriformes
Euphonia chalybea,Green-throated Euphonia,gnteup1,Passeriformes
Euphonia musica,Antillean Euphonia,anteup1,Passeriformes
Euphonia musica musica,Antillean Euphonia (Hispaniolan),anteup2,Passeriformes
Euphonia musica sclateri,Antillean Euphonia (Puerto Rican),anteup3,Passeriformes
Euphonia musica flavifrons,Antillean Euphonia (Lesser),anteup4,Passeriformes
Euphonia elegantissima,Elegant Euphonia,eleeup1,Passeriformes
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,Passeriformes
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,Passeriformes
Euphonia chrysopasta,Golden-bellied Euphonia,gobeup1,Passeriformes
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,Passeriformes
Euphonia imitans,Spot-crowned Euphonia,spceup1,Passeriformes
Euphonia gouldi,Olive-backed Euphonia,olbeup1,Passeriformes
Euphonia minuta,White-vented Euphonia,whveup1,Passeriformes
Euphonia anneae,Tawny-capped Euphonia,taceup1,Passeriformes
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,Passeriformes
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,Passeriformes
Euphonia cayennensis,Golden-sided Euphonia,goseup1,Passeriformes
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,Passeriformes
Euphonia sp.,euphonia sp.,euphon1,Passeriformes
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,Passeriformes
Mycerobas affinis,Collared Grosbeak,colgro1,Passeriformes
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,Passeriformes
Mycerobas carnipes,White-winged Grosbeak,whwgro1,Passeriformes
Mycerobas sp.,Mycerobas sp.,mycero1,Passeriformes
Coccothraustes abeillei,Hooded Grosbeak,hoogro1,Passeriformes
Coccothraustes vespertinus,Evening Grosbeak,evegro,Passeriformes
Coccothraustes vespertinus (type 1),Evening Grosbeak (type 1),evegro1,Passeriformes
Coccothraustes vespertinus (type 2),Evening Grosbeak (type 2),evegro2,Passeriformes
Coccothraustes vespertinus (type 3),Evening Grosbeak (type 3),evegro3,Passeriformes
Coccothraustes vespertinus (type 4),Evening Grosbeak (type 4),evegro4,Passeriformes
Coccothraustes vespertinus (type 5),Evening Grosbeak (Mexican or type 5),evegro5,Passeriformes
Coccothraustes coccothraustes,Hawfinch,hawfin,Passeriformes
Eophona migratoria,Yellow-billed Grosbeak,yebgro1,Passeriformes
Eophona personata,Japanese Grosbeak,japgro1,Passeriformes
Melamprosops phaeosoma,Poo-uli,poouli,Passeriformes
Oreomystis bairdi,Akikiki,akikik,Passeriformes
Paroreomyza maculata,Oahu Alauahio,oahala,Passeriformes
Paroreomyza flammea,Kakawahie,kakawa,Passeriformes
Paroreomyza montana,Maui Alauahio,mauala,Passeriformes
Loxioides bailleui,Palila,palila,Passeriformes
Telespiza cantans,Laysan Finch,layfin,Passeriformes
Telespiza ultima,Nihoa Finch,nihfin,Passeriformes
Chloridops kona,Kona Grosbeak,kongro,Passeriformes
Rhodacanthis flaviceps,Lesser Koa-Finch,lekfin,Passeriformes
Rhodacanthis palmeri,Greater Koa-Finch,grkfin,Passeriformes
Ciridops anna,Ula-ai-hawane,ulahaw,Passeriformes
Palmeria dolei,Akohekohe,crehon,Passeriformes
Himatione fraithii,Laysan Honeycreeper,apapan2,Passeriformes
Himatione sanguinea,Apapane,apapan,Passeriformes
Drepanis coccinea,Iiwi,iiwi,Passeriformes
Himatione sanguinea x Drepanis coccinea,Apapane x Iiwi (hybrid),x00828,Passeriformes
Drepanis pacifica,Hawaii Mamo,hawmam1,Passeriformes
Drepanis funerea,Black Mamo,blkmam,Passeriformes
Psittirostra psittacea,Ou,ou,Passeriformes
Dysmorodrepanis munroi,Lanai Hookbill,lanhoo,Passeriformes
Pseudonestor xanthophrys,Maui Parrotbill,maupar,Passeriformes
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,Passeriformes
Hemignathus lucidus,Oahu Nukupuu,nukupu3,Passeriformes
Hemignathus affinis,Maui Nukupuu,nukupu1,Passeriformes
Hemignathus wilsoni,Akiapolaau,akiapo,Passeriformes
Akialoa obscura,Lesser Akialoa,lesaki,Passeriformes
Akialoa ellisiana,Oahu Akialoa,greaki2,Passeriformes
Akialoa stejnegeri,Kauai Akialoa,greaki4,Passeriformes
Akialoa lanaiensis,Maui-nui Akialoa,greaki3,Passeriformes
Magumma parva,Anianiau,aniani,Passeriformes
Chlorodrepanis virens,Hawaii Amakihi,hawama,Passeriformes
Chlorodrepanis virens wilsoni,Hawaii Amakihi (Maui),hawama1,Passeriformes
Chlorodrepanis virens virens,Hawaii Amakihi (Hawaii),hawama2,Passeriformes
Chlorodrepanis flava,Oahu Amakihi,oahama,Passeriformes
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,Passeriformes
Viridonia sagittirostris,Greater Amakihi,greama,Passeriformes
Loxops mana,Hawaii Creeper,hawcre,Passeriformes
Loxops caeruleirostris,Akekee,akekee,Passeriformes
Loxops coccineus,Hawaii Akepa,akepa1,Passeriformes
Loxops wolstenholmei,Oahu Akepa,akepa2,Passeriformes
Loxops ochraceus,Maui Akepa,akepa3,Passeriformes
Drepanidinae sp.,hawaiian honeycreeper sp.,hawhon1,Passeriformes
Carpodacus erythrinus,Common Rosefinch,comros,Passeriformes
Carpodacus sipahi,Scarlet Finch,scafin1,Passeriformes
Carpodacus ferreorostris,Bonin Grosbeak,bongro1,Passeriformes
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,Passeriformes
Carpodacus grandis,Blyth's Rosefinch,blyros1,Passeriformes
Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,bearos1,Passeriformes
Carpodacus davidianus,Chinese Beautiful Rosefinch,chbros1,Passeriformes
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,Passeriformes
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,Passeriformes
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,Passeriformes
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,Passeriformes
Carpodacus verreauxii,Sharpe's Rosefinch,spwros3,Passeriformes
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,Passeriformes
Carpodacus formosanus,Taiwan Rosefinch,vinros3,Passeriformes
Carpodacus synoicus,Sinai Rosefinch,sinros1,Passeriformes
Carpodacus stoliczkae,Pale Rosefinch,palros3,Passeriformes
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,Passeriformes
Carpodacus sillemi,Sillem's Rosefinch,tahmof1,Passeriformes
Carpodacus rubicilloides,Streaked Rosefinch,strros1,Passeriformes
Carpodacus rubicilla,Great Rosefinch,greros1,Passeriformes
Carpodacus rubicilla rubicilla,Great Rosefinch (Great),greros3,Passeriformes
Carpodacus rubicilla [severtzovi Group],Great Rosefinch (Spotted),greros4,Passeriformes
Carpodacus rubicilloides/rubicilla,Streaked/Great Rosefinch,y01016,Passeriformes
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,Passeriformes
Carpodacus puniceus,Red-fronted Rosefinch,refros1,Passeriformes
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,Passeriformes
Carpodacus roseus,Pallas's Rosefinch,palros2,Passeriformes
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,Passeriformes
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,Passeriformes
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,Passeriformes
Carpodacus sp.,rosefinch sp.,carpod,Passeriformes
Pinicola enucleator,Pine Grosbeak,pingro,Passeriformes
Pyrrhula nipalensis,Brown Bullfinch,brobul1,Passeriformes
Pyrrhula nipalensis [nipalensis Group],Brown Bullfinch (Brown),brnbul1,Passeriformes
Pyrrhula nipalensis waterstradti,Brown Bullfinch (Malay),brnbul2,Passeriformes
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,Passeriformes
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,Passeriformes
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,Passeriformes
Pyrrhula erythaca,Gray-headed Bullfinch,gyhbul2,Passeriformes
Pyrrhula nipalensis/erythaca,Brown/Gray-headed Bullfinch,y00761,Passeriformes
Pyrrhula murina,Azores Bullfinch,eurbul1,Passeriformes
Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,Passeriformes
Pyrrhula pyrrhula [pyrrhula Group],Eurasian Bullfinch (Eurasian),eurbul2,Passeriformes
Pyrrhula pyrrhula [griseiventris Group],Eurasian Bullfinch (Baikal),eurbul3,Passeriformes
Rhodopechys sanguineus,Crimson-winged Finch,crwfin2,Passeriformes
Rhodopechys sanguineus alienus,Crimson-winged Finch (African),crwfin1,Passeriformes
Rhodopechys sanguineus sanguineus,Crimson-winged Finch (Eurasian),crwfin3,Passeriformes
Bucanetes githagineus,Trumpeter Finch,trufin2,Passeriformes
Bucanetes mongolicus,Mongolian Finch,monfin2,Passeriformes
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,Passeriformes
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,Passeriformes
Callacanthis burtoni,Spectacled Finch,spefin1,Passeriformes
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,Passeriformes
Leucosticte nemoricola,Plain Mountain-Finch,plmfin1,Passeriformes
Leucosticte brandti,Black-headed Mountain-Finch,bhmfin1,Passeriformes
Leucosticte arctoa,Asian Rosy-Finch,asrfin1,Passeriformes
Leucosticte tephrocotis,Gray-crowned Rosy-Finch,gcrfin,Passeriformes
Leucosticte tephrocotis umbrina,Gray-crowned Rosy-Finch (Pribilof Is.),gycrof2,Passeriformes
Leucosticte tephrocotis griseonucha,Gray-crowned Rosy-Finch (Aleutian and Kodiak Is.),gycrof3,Passeriformes
Leucosticte tephrocotis littoralis,Gray-crowned Rosy-Finch (Hepburn's),gycrof1,Passeriformes
Leucosticte tephrocotis [tephrocotis Group],Gray-crowned Rosy-Finch (Gray-crowned),gycrof4,Passeriformes
Leucosticte tephrocotis littoralis x tephrocotis Group,Gray-crowned Rosy-Finch (Hepburn's x Gray-crowned),gycrof5,Passeriformes
Leucosticte atrata,Black Rosy-Finch,bkrfin,Passeriformes
Leucosticte australis,Brown-capped Rosy-Finch,bcrfin,Passeriformes
Leucosticte sp.,rosy-finch sp.,rosfin,Passeriformes
Haemorhous mexicanus,House Finch,houfin,Passeriformes
Haemorhous mexicanus [mexicanus Group],House Finch (Common),houfin1,Passeriformes
Haemorhous mexicanus mcgregori,House Finch (McGregor's),houfin2,Passeriformes
Haemorhous purpureus,Purple Finch,purfin,Passeriformes
Haemorhous purpureus purpureus,Purple Finch (Eastern),purfin1,Passeriformes
Haemorhous purpureus californicus,Purple Finch (Western),purfin2,Passeriformes
Haemorhous mexicanus/purpureus,House/Purple Finch,y00338,Passeriformes
Haemorhous cassinii,Cassin's Finch,casfin,Passeriformes
Haemorhous purpureus/cassinii,Purple/Cassin's Finch,y00762,Passeriformes
Haemorhous sp.,Haemorhous sp.,haemor1,Passeriformes
Rhodospiza obsoleta,Desert Finch,desfin2,Passeriformes
Rhynchostruthus socotranus,Golden-winged Grosbeak,gowgro1,Passeriformes
Rhynchostruthus socotranus percivali,Golden-winged Grosbeak (Arabian),gowgro2,Passeriformes
Rhynchostruthus socotranus socotranus,Golden-winged Grosbeak (Socotra),gowgro3,Passeriformes
Rhynchostruthus louisae,Somali Grosbeak,somgro1,Passeriformes
Chloris chloris,European Greenfinch,eurgre1,Passeriformes
Chloris sinica,Oriental Greenfinch,origre,Passeriformes
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,Passeriformes
Chloris monguilloti,Vietnamese Greenfinch,viegre2,Passeriformes
Chloris ambigua,Black-headed Greenfinch,bkhgre1,Passeriformes
Linurgus olivaceus,Oriole Finch,orifin1,Passeriformes
Crithagra leucopygia,White-rumped Seedeater,whrsee,Passeriformes
Crithagra mozambica,Yellow-fronted Canary,yefcan,Passeriformes
Crithagra citrinelloides,African Citril,afrcit1,Passeriformes
Crithagra frontalis,Western Citril,wescit1,Passeriformes
Crithagra hyposticta,Southern Citril,soucit1,Passeriformes
Crithagra capistrata,Black-faced Canary,blfcan1,Passeriformes
Crithagra koliensis,Papyrus Canary,papcan1,Passeriformes
Crithagra scotops,Forest Canary,forcan1,Passeriformes
Crithagra rothschildi,Olive-rumped Serin,olrser1,Passeriformes
Crithagra atrogularis,Black-throated Canary,bltcan1,Passeriformes
Crithagra reichenowi,Reichenow's Seedeater,reisee2,Passeriformes
Crithagra xanthopygia,Yellow-rumped Serin,yerser1,Passeriformes
Crithagra citrinipectus,Lemon-breasted Seedeater,lebsee1,Passeriformes
Crithagra dorsostriata,White-bellied Canary,whbcan1,Passeriformes
Crithagra flavigula,Yellow-throated Serin,yetser1,Passeriformes
Crithagra xantholaema,Salvadori's Serin,salser1,Passeriformes
Crithagra donaldsoni,Northern Grosbeak-Canary,norgrc1,Passeriformes
Crithagra buchanani,Southern Grosbeak-Canary,sougrc1,Passeriformes
Crithagra sulphurata,Brimstone Canary,brican1,Passeriformes
Crithagra flaviventris,Yellow Canary,yelcan1,Passeriformes
Crithagra albogularis,White-throated Canary,whtcan1,Passeriformes
Crithagra striolata,Streaky Seedeater,strsee1,Passeriformes
Crithagra whytii,Yellow-browed Seedeater,yebsee2,Passeriformes
Crithagra burtoni,Thick-billed Seedeater,thbsee1,Passeriformes
Crithagra melanochroa,Tanzania Seedeater,tansee1,Passeriformes
Crithagra rufobrunnea,Principe Seedeater,prisee1,Passeriformes
Crithagra concolor,Sao Tome Grosbeak,satgro1,Passeriformes
Crithagra leucoptera,Protea Canary,procan1,Passeriformes
Crithagra mennelli,Black-eared Seedeater,blesee1,Passeriformes
Crithagra gularis,Streaky-headed Seedeater,sthsee1,Passeriformes
Crithagra gularis [canicapilla Group],Streaky-headed Seedeater (West African),sthsee3,Passeriformes
Crithagra gularis [gularis Group],Streaky-headed Seedeater (Streaky-headed),sthsee2,Passeriformes
Crithagra reichardi,Reichard's Seedeater,reisee1,Passeriformes
Crithagra reichardi striatipectus,Reichard's Seedeater (Stripe-breasted),reisee3,Passeriformes
Crithagra reichardi reichardi,Reichard's Seedeater (Reichard's),reisee4,Passeriformes
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,Passeriformes
Crithagra menachensis,Yemen Serin,yemser1,Passeriformes
Crithagra ankoberensis,Ankober Serin,ankser2,Passeriformes
Crithagra totta,Cape Siskin,capsis2,Passeriformes
Crithagra symonsi,Drakensberg Siskin,drasis2,Passeriformes
Crithagra sp.,African seedeater sp.,afrsee1,Passeriformes
Linaria flavirostris,Twite,twite1,Passeriformes
Linaria cannabina,Eurasian Linnet,eurlin1,Passeriformes
Linaria flavirostris/cannabina,Twite/Eurasian Linnet,y01057,Passeriformes
Linaria yemenensis,Yemen Linnet,yemlin1,Passeriformes
Linaria johannis,Warsangli Linnet,warlin1,Passeriformes
Acanthis flammea,Common Redpoll,comred,Passeriformes
Acanthis flammea flammea,Common Redpoll (flammea),comred3,Passeriformes
Acanthis flammea rostrata/islandica,Common Redpoll (rostrata),comred4,Passeriformes
Acanthis cabaret,Lesser Redpoll,lesred1,Passeriformes
Acanthis flammea/cabaret,Common/Lesser Redpoll,y00763,Passeriformes
Acanthis hornemanni,Hoary Redpoll,hoared,Passeriformes
Acanthis hornemanni exilipes,Hoary Redpoll (exilipes),hoared2,Passeriformes
Acanthis hornemanni hornemanni,Hoary Redpoll (hornemanni),hoared1,Passeriformes
Acanthis flammea x hornemanni,Common x Hoary Redpoll (hybrid),x00625,Passeriformes
Acanthis flammea/hornemanni,Common/Hoary Redpoll,redpol,Passeriformes
Acanthis sp.,redpoll sp.,redpol1,Passeriformes
Loxia pytyopsittacus,Parrot Crossbill,parcro2,Passeriformes
Loxia scotica,Scottish Crossbill,scocro1,Passeriformes
Loxia curvirostra,Red Crossbill,redcro,Passeriformes
Loxia curvirostra corsicana,Red Crossbill (Corsican),redcro11,Passeriformes
Loxia curvirostra balearica,Red Crossbill (Balearic),redcro12,Passeriformes
Loxia curvirostra poliogyna,Red Crossbill (North African),redcro13,Passeriformes
Loxia curvirostra guillemardi,Red Crossbill (Cyprus),redcro14,Passeriformes
Loxia curvirostra mariae,Red Crossbill (Crimean),redcro15,Passeriformes
Loxia curvirostra altaiensis,Red Crossbill (Altai),redcro16,Passeriformes
Loxia curvirostra tianschanica,Red Crossbill (Tien Shan),redcro17,Passeriformes
Loxia curvirostra himalayensis,Red Crossbill (Himalayan),redcro18,Passeriformes
Loxia curvirostra meridionalis,Red Crossbill (Da Lat),redcro19,Passeriformes
Loxia curvirostra japonica,Red Crossbill (Japanese),redcro20,Passeriformes
Loxia curvirostra luzoniensis,Red Crossbill (Luzon),redcro21,Passeriformes
Loxia curvirostra (type A),Red Crossbill (Wandering or type A),redcro22,Passeriformes
Loxia curvirostra (type B),Red Crossbill (Bohemian or type B),redcro23,Passeriformes
Loxia curvirostra (type C),Red Crossbill (Glip or type C),redcro24,Passeriformes
Loxia curvirostra (type D),Red Crossbill (Phantom or type D),redcro25,Passeriformes
Loxia curvirostra (type E),Red Crossbill (Parakeet or type E),redcro26,Passeriformes
Loxia curvirostra (type F),Red Crossbill (Scarce or type F),redcro27,Passeriformes
Loxia curvirostra (type X),Red Crossbill (Parakeet or type X),redcro28,Passeriformes
Loxia curvirostra (type 1),Red Crossbill (Appalachian or type 1),redcro1,Passeriformes
Loxia curvirostra (type 2),Red Crossbill (Ponderosa Pine or type 2),redcro2,Passeriformes
Loxia curvirostra (type 3),Red Crossbill (Western Hemlock or type 3),redcro3,Passeriformes
Loxia curvirostra (type 4),Red Crossbill (Douglas-fir or type 4),redcro4,Passeriformes
Loxia curvirostra (type 5),Red Crossbill (Lodgepole Pine or type 5),redcro5,Passeriformes
Loxia curvirostra (type 6),Red Crossbill (Sierra Madre or type 6),redcro6,Passeriformes
Loxia curvirostra (type 7),Red Crossbill (Enigmatic or type 7),redcro7,Passeriformes
Loxia curvirostra (type 8),Red Crossbill (Newfoundland or type 8),redcro8,Passeriformes
Loxia curvirostra (type 10),Red Crossbill (Sitka Spruce or type 10),redcro10,Passeriformes
Loxia pytyopsittacus/curvirostra,Parrot/Red Crossbill,y00928,Passeriformes
Loxia sinesciuris,Cassia Crossbill,redcro9,Passeriformes
Loxia curvirostra/sinesciuris,Red/Cassia Crossbill,y01058,Passeriformes
Loxia megaplaga,Hispaniolan Crossbill,hiscro,Passeriformes
Loxia leucoptera,White-winged Crossbill,whwcro,Passeriformes
Loxia leucoptera bifasciata,White-winged Crossbill (bifasciata),whwcro1,Passeriformes
Loxia leucoptera leucoptera,White-winged Crossbill (leucoptera),whwcro2,Passeriformes
Loxia sp.,crossbill sp.,crossb,Passeriformes
Chrysocorythus estherae,Mountain Serin,mouser1,Passeriformes
Chrysocorythus estherae [estherae Group],Mountain Serin (Mountain),mouser2,Passeriformes
Chrysocorythus estherae mindanensis,Mountain Serin (Mindanao),mouser3,Passeriformes
Carduelis carduelis,European Goldfinch,eurgol,Passeriformes
Carduelis carduelis [carduelis Group],European Goldfinch (European),eurgol1,Passeriformes
Carduelis carduelis [caniceps Group],European Goldfinch (Eastern),eurgol2,Passeriformes
Carduelis citrinella,Citril Finch,citfin1,Passeriformes
Carduelis corsicana,Corsican Finch,corfin1,Passeriformes
Serinus serinus,European Serin,eurser1,Passeriformes
Carduelis citrinella/Serinus serinus,Citril Finch/European Serin,y01059,Passeriformes
Serinus canaria,Island Canary,comcan,Passeriformes
Serinus canaria (Domestic type),Island Canary (Domestic type),islcan1,Passeriformes
Serinus pusillus,Fire-fronted Serin,fifser1,Passeriformes
Serinus syriacus,Syrian Serin,syrser1,Passeriformes
Serinus pusillus/serinus/syriacus,European/Fire-fronted/Syrian Serin,y01060,Passeriformes
Serinus flavivertex,Yellow-crowned Canary,yeccan1,Passeriformes
Serinus canicollis,Cape Canary,capcan1,Passeriformes
Serinus nigriceps,Ethiopian Siskin,abysis1,Passeriformes
Serinus alario,Black-headed Canary,bkhcan1,Passeriformes
