,Scientific_Name,Common_Name,Species_Code,Order
11512,Cryptosylvicola randrianasoloi,Cryptic Warbler,crywar1,Passeriformes
11513,Hartertula flavoviridis,Wedge-tailed Jery,wetjer2,Passeriformes
11514,Thamnornis chloropetoides,Thamnornis,thamno2,Passeriformes
11515,Crossleyia xanthophrys,Yellow-browed Oxylabes,yeboxy1,Passeriformes
11516,Xanthomixis zosterops,Spectacled Tetraka,spetet1,Passeriformes
11517,Xanthomixis apperti,Appert's Tetraka,apptet1,Passeriformes
11518,Xanthomixis tenebrosa,Dusky Tetraka,dustet1,Passeriformes
11519,Xanthomixis cinereiceps,Gray-crowned Tetraka,gyctet1,Passeriformes
11520,Randia pseudozosterops,Rand's Warbler,ranwar1,Passeriformes
11521,Neomixis tenella,Common Jery,comjer1,Passeriformes
11522,Neomixis viridis,Green Jery,grejer1,Passeriformes
11523,Neomixis striatigula,Stripe-throated Jery,sttjer1,Passeriformes
11524,Neomixis sp.,jery sp.,jery1,Passeriformes
11525,Apalis pulchra,Black-collared Apalis,blcapa2,Passeriformes
11526,Apalis ruwenzorii,Ruwenzori Apalis,ruwapa1,Passeriformes
11527,Apalis thoracica,Bar-throated Apalis,batapa1,Passeriformes
11528,Apalis thoracica fuscigularis,Bar-throated Apalis (Taita),batapa4,Passeriformes
11529,Apalis thoracica flavigularis,Bar-throated Apalis (Yellow-throated),batapa3,Passeriformes
11530,Apalis thoracica lynesi,Bar-throated Apalis (Namuli),batapa5,Passeriformes
11531,Apalis thoracica [thoracica Group],Bar-throated Apalis (Bar-throated),batapa2,Passeriformes
11532,Apalis nigriceps,Black-capped Apalis,blcapa1,Passeriformes
11533,Apalis nigriceps nigriceps,Black-capped Apalis (Black-capped),bkcapa1,Passeriformes
11534,Apalis nigriceps collaris,Black-capped Apalis (White-tailed),bkcapa2,Passeriformes
11535,Apalis jacksoni,Black-throated Apalis,bltapa1,Passeriformes
11536,Apalis chariessa,White-winged Apalis,whwapa1,Passeriformes
11537,Apalis binotata,Masked Apalis,masapa1,Passeriformes
11538,Apalis personata,Black-faced Apalis,blfapa1,Passeriformes
11539,Apalis flavida,Yellow-breasted Apalis,yebapa1,Passeriformes
11540,Apalis flavida flavocincta/viridiceps,Yellow-breasted Apalis (Brown-tailed),yebapa2,Passeriformes
11541,Apalis flavida [flavida Group],Yellow-breasted Apalis (Yellow-breasted),yebapa3,Passeriformes
11542,Apalis ruddi,Rudd's Apalis,rudapa1,Passeriformes
11543,Apalis sharpii,Sharpe's Apalis,shaapa2,Passeriformes
11544,Apalis rufogularis,Buff-throated Apalis,butapa1,Passeriformes
11545,Apalis rufogularis rufogularis/sanderi,Buff-throated Apalis (Black-breasted),butapa2,Passeriformes
11546,Apalis rufogularis angolensis/brauni,Buff-throated Apalis (Angola),butapa3,Passeriformes
11547,Apalis rufogularis nigrescens/kigezi,Buff-throated Apalis (Buff-throated),butapa4,Passeriformes
11548,Apalis argentea,Kungwe Apalis,kunapa1,Passeriformes
11549,Apalis bamendae,Bamenda Apalis,bamapa1,Passeriformes
11550,Apalis goslingi,Gosling's Apalis,gosapa1,Passeriformes
11551,Apalis porphyrolaema,Chestnut-throated Apalis,chtapa1,Passeriformes
11552,Apalis porphyrolaema kaboboensis,Chestnut-throated Apalis (Kabobo),chtapa2,Passeriformes
11553,Apalis porphyrolaema porphyrolaema/affinis,Chestnut-throated Apalis (Chestnut-throated),chtapa3,Passeriformes
11554,Apalis chapini,Chapin's Apalis,chaapa1,Passeriformes
11555,Apalis melanocephala,Black-headed Apalis,blhapa1,Passeriformes
11556,Apalis chirindensis,Chirinda Apalis,chiapa1,Passeriformes
11557,Apalis cinerea,Gray Apalis,gryapa1,Passeriformes
11558,Apalis cinerea sclateri,Gray Apalis (Sclater's),gryapa2,Passeriformes
11559,Apalis cinerea grandis,Gray Apalis (Angola),gryapa3,Passeriformes
11560,Apalis cinerea cinerea/funebris,Gray Apalis (Gray),gryapa4,Passeriformes
11561,Apalis alticola,Brown-headed Apalis,brhapa1,Passeriformes
11562,Apalis karamojae,Karamoja Apalis,karapa1,Passeriformes
11563,Apalis sp.,Apalis sp.,apalis1,Passeriformes
11564,Micromacronus leytensis,Leyte Plumed-Warbler,mitbab1,Passeriformes
11565,Micromacronus sordidus,Mindanao Plumed-Warbler,minmib1,Passeriformes
11566,Poliolais lopezi,White-tailed Warbler,whtwar1,Passeriformes
11567,Poliolais lopezi manengubae,White-tailed Warbler (Highland),whtwar2,Passeriformes
11568,Poliolais lopezi alexanderi,White-tailed Warbler (Alexander's),whtwar3,Passeriformes
11569,Poliolais lopezi lopezi,White-tailed Warbler (Bioko),whtwar4,Passeriformes
11570,Camaroptera brachyura,Green-backed Camaroptera,grbcam1,Passeriformes
11571,Camaroptera brachyura harterti,Green-backed Camaroptera (Hartert's),gnbcam3,Passeriformes
11572,Camaroptera brachyura [brevicaudata Group],Green-backed Camaroptera (Gray-backed),gnbcam2,Passeriformes
11573,Camaroptera brachyura [brachyura Group],Green-backed Camaroptera (Green-backed),gnbcam1,Passeriformes
11574,Camaroptera superciliaris,Yellow-browed Camaroptera,yebcam1,Passeriformes
11575,Camaroptera chloronota,Olive-green Camaroptera,olgcam1,Passeriformes
11576,Camaroptera sp.,Camaroptera sp.,camaro1,Passeriformes
11577,Urorhipis rufifrons,Red-fronted Warbler,refwar2,Passeriformes
11578,Urorhipis rufifrons rufifrons/smithi,Red-fronted Warbler (Red-fronted),refwar1,Passeriformes
11579,Urorhipis rufifrons rufidorsalis,Red-fronted Warbler (Rufous-backed),refwar3,Passeriformes
11580,Calamonastes undosus,Miombo Wren-Warbler,miowrw1,Passeriformes
11581,Calamonastes undosus [undosus Group],Miombo Wren-Warbler (Miombo),miowrw2,Passeriformes
11582,Calamonastes undosus [stierlingi Group],Miombo Wren-Warbler (Stierling's),miowrw3,Passeriformes
11583,Calamonastes simplex,Gray Wren-Warbler,grywrw1,Passeriformes
11584,Calamonastes fasciolatus,Barred Wren-Warbler,bawwar1,Passeriformes
11585,Euryptila subcinnamomea,Kopje Warbler,kopwar1,Passeriformes
11586,Schistolais leontica,Sierra Leone Prinia,silpri2,Passeriformes
11587,Schistolais leucopogon,White-chinned Prinia,whcpri2,Passeriformes
11588,Artisornis metopias,African Tailorbird,afrtai2,Passeriformes
11589,Artisornis moreaui,Long-billed Tailorbird,lobtai1,Passeriformes
11590,Artisornis moreaui moreaui,Long-billed Tailorbird (Long-billed),lobtai2,Passeriformes
11591,Artisornis moreaui sousae,Long-billed Tailorbird (Njesi),lobtai3,Passeriformes
11592,Malcorus pectoralis,Rufous-eared Warbler,ruewar2,Passeriformes
11593,Drymocichla incana,Red-winged Gray Warbler,rwgwar2,Passeriformes
11594,Urolais epichlorus,Green Longtail,grnlon1,Passeriformes
11595,Urolais epichlorus epichlorus,Green Longtail (Green),grnlon2,Passeriformes
11596,Urolais epichlorus mariae,Green Longtail (Bioko),grnlon3,Passeriformes
11597,Spiloptila clamans,Cricket Longtail,crilon1,Passeriformes
11598,Scepomycter winifredae,Mrs. Moreau's Warbler,mrmwar1,Passeriformes
11599,Scepomycter winifredae winifredae,Mrs. Moreau's Warbler (Mrs. Moreau's),mrmwar2,Passeriformes
11600,Scepomycter winifredae rubehoensis,Mrs. Moreau's Warbler (Rubeho),mrmwar3,Passeriformes
11601,Cisticola erythrops,Red-faced Cisticola,refcis1,Passeriformes
11602,Cisticola erythrops [erythrops Group],Red-faced Cisticola (Red-faced),refcis2,Passeriformes
11603,Cisticola erythrops lepe,Red-faced Cisticola (Lepe),refcis3,Passeriformes
11604,Cisticola cantans,Singing Cisticola,sincis1,Passeriformes
11605,Cisticola lateralis,Whistling Cisticola,whicis1,Passeriformes
11606,Cisticola anonymus,Chattering Cisticola,chacis1,Passeriformes
11607,Cisticola woosnami,Trilling Cisticola,tricis1,Passeriformes
11608,Cisticola bulliens,Bubbling Cisticola,bubcis1,Passeriformes
11609,Cisticola chubbi,Chubb's Cisticola,chucis1,Passeriformes
11610,Cisticola chubbi discolor/adametzi,Chubb's Cisticola (Discolored),chucis3,Passeriformes
11611,Cisticola chubbi chubbi/marungensis,Chubb's Cisticola (Chubb's),chucis4,Passeriformes
11612,Cisticola hunteri,Hunter's Cisticola,huncis1,Passeriformes
11613,Cisticola nigriloris,Black-lored Cisticola,bllcis1,Passeriformes
11614,Cisticola [undescribed Kilombero form],Kilombero Cisticola (undescribed form),kilcis1,Passeriformes
11615,Cisticola aberrans,Rock-loving Cisticola,rolcis2,Passeriformes
11616,Cisticola aberrans [emini Group],Rock-loving Cisticola (Rock-loving),rolcis1,Passeriformes
11617,Cisticola aberrans [aberrans Group],Rock-loving Cisticola (Lazy),rolcis3,Passeriformes
11618,Cisticola bodessa,Boran Cisticola,borcis1,Passeriformes
11619,Cisticola chiniana,Rattling Cisticola,ratcis1,Passeriformes
11620,Cisticola cinereolus,Ashy Cisticola,ashcis1,Passeriformes
11621,Cisticola ruficeps,Red-pate Cisticola,repcis1,Passeriformes
11622,Cisticola guinea,Dorst's Cisticola,dorcis1,Passeriformes
11623,Cisticola rufilatus,Tinkling Cisticola,grycis1,Passeriformes
11624,Cisticola subruficapilla,Red-headed Cisticola,rehcis2,Passeriformes
11625,Cisticola subruficapilla newtoni,Red-headed Cisticola (Namib),rehcis1,Passeriformes
11626,Cisticola subruficapilla [subruficapilla Group],Red-headed Cisticola (Red-headed),rehcis3,Passeriformes
11627,Cisticola subruficapilla jamesi,Red-headed Cisticola (Plain-breasted),rehcis4,Passeriformes
11628,Cisticola lais,Wailing Cisticola,waicis1,Passeriformes
11629,Cisticola lais distinctus,Wailing Cisticola (Lynes's),waicis2,Passeriformes
11630,Cisticola lais [lais Group],Wailing Cisticola (Wailing),waicis3,Passeriformes
11631,Cisticola restrictus,Tana River Cisticola,tarcis1,Passeriformes
11632,Cisticola njombe,Churring Cisticola,chucis2,Passeriformes
11633,Cisticola galactotes,Winding Cisticola,wincis1,Passeriformes
11634,Cisticola galactotes [marginatus Group],Winding Cisticola (Winding),wincis3,Passeriformes
11635,Cisticola galactotes [galactotes Group],Winding Cisticola (Rufous-winged),wincis2,Passeriformes
11636,Cisticola galactotes luapula,Winding Cisticola (Luapula),wincis5,Passeriformes
11637,Cisticola galactotes lugubris,Winding Cisticola (Ethiopian),wincis6,Passeriformes
11638,Cisticola galactotes haematocephala,Winding Cisticola (Coastal),wincis4,Passeriformes
11639,Cisticola [undescribed White-tailed form],White-tailed Cisticola (undescribed form),whtcis1,Passeriformes
11640,Cisticola pipiens,Chirping Cisticola,chicis1,Passeriformes
11641,Cisticola carruthersi,Carruthers's Cisticola,carcis1,Passeriformes
11642,Cisticola tinniens,Levaillant's Cisticola,tincis1,Passeriformes
11643,Cisticola robustus,Stout Cisticola,stocis1,Passeriformes
11644,Cisticola robustus santae,Stout Cisticola (Western),stocis2,Passeriformes
11645,Cisticola robustus robustus/schraderi,Stout Cisticola (Stout),stocis3,Passeriformes
11646,Cisticola robustus omo,Stout Cisticola (Omo),stocis4,Passeriformes
11647,Cisticola robustus nuchalis/awemba,Stout Cisticola (Rufous-crowned),stocis5,Passeriformes
11648,Cisticola robustus angolensis,Stout Cisticola (Angola),stocis6,Passeriformes
11649,Cisticola natalensis,Croaking Cisticola,crocis1,Passeriformes
11650,Cisticola fulvicapilla,Piping Cisticola,pipcis2,Passeriformes
11651,Cisticola aberdare,Aberdare Cisticola,abecis1,Passeriformes
11652,Cisticola angusticauda,Tabora Cisticola,tabcis1,Passeriformes
11653,Cisticola melanurus,Slender-tailed Cisticola,sltcis1,Passeriformes
11654,Cisticola brachypterus,Siffling Cisticola,sifcis1,Passeriformes
11655,Cisticola rufus,Rufous Cisticola,rufcis1,Passeriformes
11656,Cisticola troglodytes,Foxy Cisticola,foxcis1,Passeriformes
11657,Cisticola nana,Tiny Cisticola,tincis3,Passeriformes
11658,Cisticola juncidis,Zitting Cisticola,zitcis1,Passeriformes
11659,Cisticola juncidis [juncidis Group],Zitting Cisticola (Zitting),zitcis2,Passeriformes
11660,Cisticola juncidis terrestris/uropygialis,Zitting Cisticola (African),zitcis3,Passeriformes
11661,Cisticola haesitatus,Socotra Cisticola,soccis1,Passeriformes
11662,Cisticola cherina,Madagascar Cisticola,madcis2,Passeriformes
11663,Cisticola aridulus,Desert Cisticola,descis1,Passeriformes
11664,Cisticola textrix,Cloud Cisticola,clocis1,Passeriformes
11665,Cisticola textrix [major Group],Cloud Cisticola (Cloud),clocis2,Passeriformes
11666,Cisticola textrix textrix,Cloud Cisticola (Cape),clocis3,Passeriformes
11667,Cisticola eximius,Black-backed Cisticola,blncis1,Passeriformes
11668,Cisticola eximius winneba,Black-backed Cisticola (winneba),bkncis1,Passeriformes
11669,Cisticola eximius eximius/occidens,Black-backed Cisticola (Black-backed),bkncis2,Passeriformes
11670,Cisticola dambo,Cloud-scraping Cisticola,clscis1,Passeriformes
11671,Cisticola brunnescens,Pectoral-patch Cisticola,pepcis1,Passeriformes
11672,Cisticola brunnescens lynesi/mbangensis,Pectoral-patch Cisticola (Lynes's),pepcis2,Passeriformes
11673,Cisticola brunnescens [brunnescens Group],Pectoral-patch Cisticola (Pectoral-patch),pepcis3,Passeriformes
11674,Cisticola cinnamomeus,Pale-crowned Cisticola,paccis1,Passeriformes
11675,Cisticola ayresii,Wing-snapping Cisticola,wiscis1,Passeriformes
11676,Cisticola ayresii gabun,Wing-snapping Cisticola (Gabon),wiscis2,Passeriformes
11677,Cisticola ayresii [ayresii Group],Wing-snapping Cisticola (Wing-snapping),wiscis3,Passeriformes
11678,Cisticola exilis,Golden-headed Cisticola,gohcis1,Passeriformes
11679,Cisticola sp.,cisticola sp.,cistic1,Passeriformes
11680,Incana incana,Socotra Warbler,socwar2,Passeriformes
11681,Hypergerus atriceps,Oriole Warbler,oriwar2,Passeriformes
11682,Eminia lepida,Gray-capped Warbler,gycwar3,Passeriformes
11683,Bathmocercus cerviniventris,Black-capped Rufous-Warbler,bkcruw1,Passeriformes
11684,Bathmocercus rufus,Black-faced Rufous-Warbler,bkfruw1,Passeriformes
11685,Phyllolais pulchella,Buff-bellied Warbler,bubwar2,Passeriformes
11686,Orthotomus sutorius,Common Tailorbird,comtai1,Passeriformes
11687,Orthotomus frontalis,Rufous-fronted Tailorbird,ruftai1,Passeriformes
11688,Orthotomus atrogularis,Dark-necked Tailorbird,dantai1,Passeriformes
11689,Orthotomus chaktomuk,Cambodian Tailorbird,camtai1,Passeriformes
11690,Orthotomus ruficeps,Ashy Tailorbird,ashtai1,Passeriformes
11691,Orthotomus sepium,Olive-backed Tailorbird,olbtai1,Passeriformes
11692,Orthotomus sericeus,Rufous-tailed Tailorbird,ruttai1,Passeriformes
11693,Orthotomus castaneiceps,Visayan Tailorbird,phitai1,Passeriformes
11694,Orthotomus derbianus,Gray-backed Tailorbird,gybtai1,Passeriformes
11695,Orthotomus chloronotus,Green-backed Tailorbird,gnbtai1,Passeriformes
11696,Orthotomus samarensis,Yellow-breasted Tailorbird,yebtai1,Passeriformes
11697,Orthotomus nigriceps,White-browed Tailorbird,whbtai1,Passeriformes
11698,Orthotomus cinereiceps,White-eared Tailorbird,whetai1,Passeriformes
11699,Orthotomus sp.,tailorbird sp.,tailor1,Passeriformes
11700,Prinia burnesii,Rufous-vented Prinia,ruvpri1,Passeriformes
11701,Prinia cinerascens,Swamp Prinia,swapri1,Passeriformes
11702,Prinia crinigera,Striated Prinia,strpri2,Passeriformes
11703,Prinia polychroa,Brown Prinia,bropri1,Passeriformes
11704,Prinia atrogularis,Black-throated Prinia,hilpri1,Passeriformes
11705,Prinia atrogularis atrogularis,Black-throated Prinia (Black-throated),bktpri1,Passeriformes
11706,Prinia atrogularis khasiana,Black-throated Prinia (Rufous-crowned),bktpri2,Passeriformes
11707,Prinia superciliaris,Hill Prinia,hilpri2,Passeriformes
11708,Prinia cinereocapilla,Gray-crowned Prinia,gycpri1,Passeriformes
11709,Prinia buchanani,Rufous-fronted Prinia,rufpri2,Passeriformes
11710,Prinia rufescens,Rufescent Prinia,rufpri1,Passeriformes
11711,Prinia hodgsonii,Gray-breasted Prinia,gybpri1,Passeriformes
11712,Prinia familiaris,Bar-winged Prinia,bawpri1,Passeriformes
11713,Prinia gracilis,Graceful Prinia,grapri1,Passeriformes
11714,Prinia sylvatica,Jungle Prinia,junpri1,Passeriformes
11715,Prinia flaviventris,Yellow-bellied Prinia,yebpri1,Passeriformes
11716,Prinia flaviventris [flaviventris Group],Yellow-bellied Prinia (Yellow-bellied),yebpri2,Passeriformes
11717,Prinia flaviventris sonitans,Yellow-bellied Prinia (Chinese),yebpri3,Passeriformes
11718,Prinia socialis,Ashy Prinia,ashpri1,Passeriformes
11719,Prinia flaviventris/socialis,Yellow-bellied/Ashy Prinia,y01001,Passeriformes
11720,Prinia subflava,Tawny-flanked Prinia,tafpri1,Passeriformes
11721,Prinia inornata,Plain Prinia,plapri1,Passeriformes
11722,Prinia somalica,Pale Prinia,palpri1,Passeriformes
11723,Prinia fluviatilis,River Prinia,rivpri1,Passeriformes
11724,Prinia flavicans,Black-chested Prinia,blcpri1,Passeriformes
11725,Prinia maculosa,Karoo Prinia,karpri1,Passeriformes
11726,Prinia hypoxantha,Drakensberg Prinia,drapri1,Passeriformes
11727,Prinia substriata,Namaqua Prinia,nampri1,Passeriformes
11728,Prinia molleri,Sao Tome Prinia,satpri1,Passeriformes
11729,Prinia robertsi,Roberts's Prinia,robpri1,Passeriformes
11730,Prinia bairdii,Banded Prinia,banpri1,Passeriformes
11731,Prinia bairdii bairdii/heinrichi,Banded Prinia (Banded),banpri2,Passeriformes
11732,Prinia bairdii melanops/obscura,Banded Prinia (Black-faced),banpri3,Passeriformes
11733,Prinia erythroptera,Red-winged Prinia,rewpri1,Passeriformes
11734,Prinia sp.,prinia sp.,prinia1,Passeriformes
11735,Eremomela salvadorii,Salvadori's Eremomela,salere1,Passeriformes
11736,Eremomela flavicrissalis,Yellow-vented Eremomela,yevere1,Passeriformes
11737,Eremomela icteropygialis,Yellow-bellied Eremomela,yebere1,Passeriformes
11738,Eremomela pusilla,Senegal Eremomela,senere1,Passeriformes
11739,Eremomela canescens,Green-backed Eremomela,grbere1,Passeriformes
11740,Eremomela scotops,Greencap Eremomela,greere1,Passeriformes
11741,Eremomela gregalis,Yellow-rumped Eremomela,yerere1,Passeriformes
11742,Eremomela badiceps,Rufous-crowned Eremomela,rucere1,Passeriformes
11743,Eremomela turneri,Turner's Eremomela,turere1,Passeriformes
11744,Eremomela atricollis,Black-necked Eremomela,blnere1,Passeriformes
11745,Eremomela usticollis,Burnt-neck Eremomela,bunere1,Passeriformes
11746,Eremomela sp.,Eremomela sp.,eremom1,Passeriformes
11747,Parophasma galinieri,Abyssinian Catbird,abycat1,Passeriformes
11748,Sylvia abyssinica,African Hill Babbler,afhbab1,Passeriformes
11749,Sylvia abyssinica abyssinica/stictigula,African Hill Babbler (African),afhbab2,Passeriformes
11750,Sylvia abyssinica monachus,African Hill Babbler (Mt. Cameroon),afhbab4,Passeriformes
11751,Sylvia abyssinica claudei,African Hill Babbler (Claude's),afhbab5,Passeriformes
11752,Sylvia abyssinica stierlingi,African Hill Babbler (Stierling's),afhbab6,Passeriformes
11753,Sylvia abyssinica atriceps,African Hill Babbler (Ruwenzori),afhbab3,Passeriformes
11754,Sylvia nigricapilla,Bush Blackcap,busbla1,Passeriformes
11755,Sylvia dohrni,Dohrn's Thrush-Babbler,dohthb1,Passeriformes
11756,Sylvia atricapilla,Eurasian Blackcap,blackc1,Passeriformes
11757,Sylvia borin,Garden Warbler,garwar1,Passeriformes
11758,Sylvia deserti,African Desert Warbler,afdwar1,Passeriformes
11759,Sylvia nana,Asian Desert Warbler,asdwar1,Passeriformes
11760,Sylvia nisoria,Barred Warbler,barwar1,Passeriformes
11761,Sylvia layardi,Layard's Warbler,laywar2,Passeriformes
11762,Sylvia boehmi,Banded Warbler,banwar2,Passeriformes
11763,Sylvia subcaerulea,Rufous-vented Warbler,ruvwar2,Passeriformes
11764,Sylvia minula,Desert Whitethroat,smawhi1,Passeriformes
11765,Sylvia althaea,Hume's Whitethroat,humwhi1,Passeriformes
11766,Sylvia curruca,Lesser Whitethroat,leswhi1,Passeriformes
11767,Sylvia curruca curruca/blythi,Lesser Whitethroat (curruca/blythi),leswhi2,Passeriformes
11768,Sylvia curruca halimodendri,Lesser Whitethroat (halimodendri),leswhi3,Passeriformes
11769,Sylvia minula/curruca,Desert/Lesser Whitethroat,y01048,Passeriformes
11770,Sylvia althaea/curruca,Hume's/Lesser Whitethroat,y00752,Passeriformes
11771,Sylvia minula/althaea/curruca,Desert/Hume's/Lesser Whitethroat,y01049,Passeriformes
11772,Sylvia margelanica,Margelanic Whitethroat,marwhi1,Passeriformes
11773,Sylvia minula/margelanica,Desert/Margelanic Whitethroat,y01050,Passeriformes
11774,Sylvia buryi,Yemen Warbler,yemwar1,Passeriformes
11775,Sylvia lugens,Brown Warbler,brnwar1,Passeriformes
11776,Sylvia lugens [lugens Group],Brown Warbler (Brown),brnwar2,Passeriformes
11777,Sylvia lugens griseiventris,Brown Warbler (Gray-vented),brnwar3,Passeriformes
11778,Sylvia leucomelaena,Arabian Warbler,reswar1,Passeriformes
11779,Sylvia hortensis,Western Orphean Warbler,weowar2,Passeriformes
11780,Sylvia crassirostris,Eastern Orphean Warbler,eaowar2,Passeriformes
11781,Sylvia hortensis/crassirostris,Western/Eastern Orphean Warbler,y00816,Passeriformes
11782,Sylvia deserticola,Tristram's Warbler,triwar1,Passeriformes
11783,Sylvia melanothorax,Cyprus Warbler,cypwar1,Passeriformes
11784,Sylvia mystacea,Menetries's Warbler,menwar1,Passeriformes
11785,Sylvia ruppeli,Rppell's Warbler,ruewar1,Passeriformes
11786,Sylvia cantillans,Subalpine Warbler,subwar1,Passeriformes
11787,Sylvia cantillans cantillans/inornata,Subalpine Warbler (cantillans/inornata),subwar9,Passeriformes
11788,Sylvia cantillans cantillans,Subalpine Warbler (cantillans),subwar5,Passeriformes
11789,Sylvia cantillans inornata,Subalpine Warbler (inornata),subwar6,Passeriformes
11790,Sylvia cantillans albistriata,Subalpine Warbler (albistriata),subwar7,Passeriformes
11791,Sylvia subalpina,Moltoni's Warbler,subwar8,Passeriformes
11792,Sylvia cantillans/subalpina,Subalpine/Moltoni's Warbler,y00909,Passeriformes
11793,Sylvia melanocephala,Sardinian Warbler,sarwar1,Passeriformes
11794,Sylvia communis,Greater Whitethroat,grewhi1,Passeriformes
11795,Sylvia conspicillata,Spectacled Warbler,spewar2,Passeriformes
11796,Sylvia sarda,Marmora's Warbler,marwar1,Passeriformes
11797,Sylvia undata,Dartford Warbler,darwar1,Passeriformes
11798,Sylvia balearica,Balearic Warbler,balwar1,Passeriformes
11799,Sylvia sp.,Sylvia sp.,sylvia1,Passeriformes
11800,Myzornis pyrrhoura,Fire-tailed Myzornis,fitmyz1,Passeriformes
11801,Lioparus chrysotis,Golden-breasted Fulvetta,gobful1,Passeriformes
11802,Chrysomma sinense,Yellow-eyed Babbler,yeebab1,Passeriformes
11803,Chrysomma altirostre,Jerdon's Babbler,jerbab1,Passeriformes
11804,Chrysomma poecilotis,Rufous-tailed Babbler,rutbab1,Passeriformes
11805,Fulvetta ruficapilla,Spectacled Fulvetta,speful1,Passeriformes
11806,Fulvetta danisi,Indochinese Fulvetta,indful1,Passeriformes
11807,Fulvetta striaticollis,Chinese Fulvetta,chiful1,Passeriformes
11808,Fulvetta vinipectus,White-browed Fulvetta,whbful1,Passeriformes
11809,Fulvetta formosana,Taiwan Fulvetta,taiful1,Passeriformes
11810,Fulvetta cinereiceps,Gray-hooded Fulvetta,sttful1,Passeriformes
11811,Fulvetta manipurensis,Streak-throated Fulvetta,sttful2,Passeriformes
11812,Fulvetta sp.,Fulvetta sp.,fulvet2,Passeriformes
11813,Rhopophilus albosuperciliaris,Tarim Babbler,tarbab1,Passeriformes
11814,Rhopophilus pekinensis,Beijing Babbler,beibab1,Passeriformes
11815,Chamaea fasciata,Wrentit,wrenti,Passeriformes
11816,Conostoma aemodium,Great Parrotbill,grepar1,Passeriformes
11817,Cholornis unicolor,Brown Parrotbill,bropar1,Passeriformes
11818,Cholornis paradoxa,Three-toed Parrotbill,thtpar1,Passeriformes
11819,Psittiparus gularis,Gray-headed Parrotbill,gyhpar3,Passeriformes
11820,Psittiparus margaritae,Black-headed Parrotbill,bkhpar1,Passeriformes
11821,Psittiparus gularis x margaritae,Gray-headed x Black-headed Parrotbill (hybrid),x00815,Passeriformes
11822,Psittiparus ruficeps,White-breasted Parrotbill,ruhpar3,Passeriformes
11823,Psittiparus bakeri,Rufous-headed Parrotbill,ruhpar2,Passeriformes
11824,Paradoxornis flavirostris,Black-breasted Parrotbill,blbpar2,Passeriformes
11825,Paradoxornis guttaticollis,Spot-breasted Parrotbill,spbpar1,Passeriformes
11826,Paradoxornis heudei,Reed Parrotbill,reepar3,Passeriformes
11827,Paradoxornis heudei polivanovi,Reed Parrotbill (Northern),reepar5,Passeriformes
11828,Paradoxornis heudei heudei,Reed Parrotbill (Reed),reepar4,Passeriformes
11829,Chleuasicus atrosuperciliaris,Pale-billed Parrotbill,blbpar3,Passeriformes
11830,Sinosuthora conspicillata,Spectacled Parrotbill,spepar2,Passeriformes
11831,Sinosuthora webbiana,Vinous-throated Parrotbill,vitpar1,Passeriformes
11832,Sinosuthora brunnea,Brown-winged Parrotbill,brwpar2,Passeriformes
11833,Sinosuthora brunnea ricketti,Brown-winged Parrotbill (Yunnan),bnwpar1,Passeriformes
11834,Sinosuthora brunnea brunnea/styani,Brown-winged Parrotbill (Brown-winged),bnwpar2,Passeriformes
11835,Sinosuthora alphonsiana,Ashy-throated Parrotbill,astpar1,Passeriformes
11836,Sinosuthora zappeyi,Gray-hooded Parrotbill,gyhpar4,Passeriformes
11837,Sinosuthora przewalskii,Rusty-throated Parrotbill,rutpar2,Passeriformes
11838,Suthora fulvifrons,Fulvous Parrotbill,fulpar1,Passeriformes
11839,Suthora nipalensis,Black-throated Parrotbill,bltpar1,Passeriformes
11840,Suthora nipalensis nipalensis/crocotius,Black-throated Parrotbill (Black-throated),bktpar1,Passeriformes
11841,Suthora nipalensis humii,Black-throated Parrotbill (Orange-eared),bktpar2,Passeriformes
11842,Suthora nipalensis poliotis/feae,Black-throated Parrotbill (Gray-breasted),bktpar3,Passeriformes
11843,Suthora nipalensis ripponi/patriciae,Black-throated Parrotbill (Buff-breasted),bktpar4,Passeriformes
11844,Suthora nipalensis beaulieu/kamoli,Black-throated Parrotbill (Black-eared),bktpar5,Passeriformes
11845,Suthora verreauxi,Golden Parrotbill,golpar2,Passeriformes
11846,Neosuthora davidiana,Short-tailed Parrotbill,shtpar3,Passeriformes
11847,Paradoxornithidae sp.,parrotbill sp.,parrot1,Passeriformes
11848,Yuhina castaniceps,Striated Yuhina,stryuh1,Passeriformes
11849,Yuhina torqueola,Indochinese Yuhina,indyuh1,Passeriformes
11850,Yuhina everetti,Chestnut-crested Yuhina,chcyuh1,Passeriformes
11851,Yuhina bakeri,White-naped Yuhina,whnyuh1,Passeriformes
11852,Yuhina flavicollis,Whiskered Yuhina,whiyuh1,Passeriformes
11853,Yuhina humilis,Burmese Yuhina,buryuh1,Passeriformes
11854,Yuhina gularis,Stripe-throated Yuhina,sttyuh1,Passeriformes
11855,Yuhina diademata,White-collared Yuhina,whcyuh1,Passeriformes
11856,Yuhina occipitalis,Rufous-vented Yuhina,ruvyuh1,Passeriformes
11857,Yuhina brunneiceps,Taiwan Yuhina,taiyuh1,Passeriformes
11858,Yuhina nigrimenta,Black-chinned Yuhina,blcyuh1,Passeriformes
11859,Yuhina sp.,yuhina sp.,yuhina1,Passeriformes
